description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Rune Forging weap	1			100	18	202	0		4	"weap,any"	"r32,qty=2"	gem0					useitem				craftflag			160	160	freeze			2	2																																																																										0
Rune Forging weap	1			100	18	202	0		4	"weap,any"	"r33,qty=2"	gem0					useitem				craftflag			161	161	hp/lvl		8																																																																												0
Rune Forging weap	1			100	18	202	0		4	"weap,any"	"r34,qty=2"	gem0					useitem				craftflag			162	162	mana/lvl		8																																																																												0
Rune Forging weap	1			100	18	202	0		4	"weap,any"	"r35,qty=2"	gem0					useitem				craftflag			163	163	str/lvl		3																																																																												0
Rune Forging weap	1			100	18	202	0		4	"weap,any"	"r36,qty=2"	gem0					useitem				craftflag			164	164	dex/lvl		3																																																																												0
Rune Forging weap	1			100	18	202	0		4	"weap,any"	"r37,qty=2"	gem0					useitem				craftflag			165	165	vit/lvl		3																																																																												0
Rune Forging weap	1			100	18	202	0		4	"weap,any"	"r38,qty=2"	gem0					useitem				craftflag			166	166	enr/lvl		3																																																																												0
Rune Forging weap	1			100	18	202	0		4	"weap,any"	"r39,qty=2"	gem0					useitem				craftflag			178	178	dmg-fire/lvl		32																																																																												0
Rune Forging weap	1			100	18	202	0		4	"weap,any"	"r40,qty=2"	gem0					useitem				craftflag			179	179	dmg-cold/lvl		32																																																																												0
Rune Forging weap	1			100	18	202	0		4	"weap,any"	"r41,qty=2"	gem0					useitem				craftflag			180	180	dmg-pois/lvl		32																																																																												0
Rune Forging weap	1			100	18	202	0		4	"weap,any"	"r42,qty=2"	gem0					useitem				craftflag			181	181	dmg-ltng/lvl		32																																																																												0
Rune Forging weap	1			100	18	202	0		4	"weap,any"	"r43,qty=2"	gem0					useitem				craftflag			171	171	att/lvl		6																																																																												0
Rune Forging weap	1			100	18	202	0		4	"weap,any"	"r44,qty=2"	gem0					useitem				craftflag			182	182	dmg/lvl		5																																																																												0
Rune Forging weap	1			100	18	202	0		4	"weap,any"	"r45,qty=2"	gem0					useitem				craftflag			173	173	all-stats			10	10																																																																										0
Rune Forging weap	1			100	18	202	0		4	"weap,any"	"r46,qty=2"	gem0					useitem				craftflag			174	174	indestruct			1	1																																																																										0
Remove Rune Forging wand/staf	1			100	18	202	375		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-329	-329	ac			-30	-30																r01																													r01																													0
Remove Rune Forging wand/staf	1			100	18	202	330		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-330	-330	move1			-15	-15																r02																													r02																													0
Remove Rune Forging wand/staf	1			100	18	202	376		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-332	-332	ac-miss			-45	-45																r04																													r04																													0
Remove Rune Forging wand/staf	1			100	18	202	333		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-333	-333	regen-mana			-20	-20																r05																													r05																													0
Remove Rune Forging wand/staf	1			100	18	202	334		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-334	-334	dmg-to-mana			-20	-20																r06																													r06																													0
Remove Rune Forging wand/staf	1			100	18	202	335		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-335	-335	res-pois			-35	-35																r07																													r07																													0
Remove Rune Forging wand/staf	1			100	18	202	336		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-336	-336	res-fire			-35	-35																r08																													r08																													0
Remove Rune Forging wand/staf	1			100	18	202	337		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-337	-337	res-ltng			-35	-35																r09																													r09																													0
Remove Rune Forging wand/staf	1			100	18	202	338		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-338	-338	res-cold			-35	-35																r10																													r10																													0
Remove Rune Forging wand/staf	1			100	18	202	339		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-339	-339	thorns			-75	-75																r11																													r11																													0
Remove Rune Forging wand/staf	1			100	18	202	390		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-390	-390	red-dmg			-12	-12																r12																													r12																													0
Remove Rune Forging wand/staf	1			100	18	202	341		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-341	-341	balance2			-20	-20																r13																													r13																													0
Remove Rune Forging wand/staf	1			100	18	202	349		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-349	-349	ac%			-35	-35																r21																													r21																													0
Remove Rune Forging wand/staf	1			100	18	202	350		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-350	-350	res-all			-16	-16																r22																													r22																													0
Remove Rune Forging wand/staf	1			100	18	202	393		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-393	-393	red-mag			-12	-12																r23																													r23																													0
Remove Rune Forging wand/staf	1			100	18	202	353		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-353	-353	res-pois-max			-8	-8																r25																													r25																													0
Remove Rune Forging wand/staf	1			100	18	202	354		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-354	-354	res-fire-max			-8	-8																r26																													r26																													0
Remove Rune Forging wand/staf	1			100	18	202	355		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-355	-355	res-cold-max			-8	-8																r27																													r27																													0
Remove Rune Forging wand/staf	1			100	18	202	356		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-356	-356	res-ltng-max			-8	-8																r28																													r28																													0
Remove Rune Forging wand/staf	1			100	18	202	357		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-357	-357	mana%			-12	-12																r29																													r29																													0
Remove Rune Forging wand/staf	1			100	18	202	358		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-358	-358	red-dmg%			-8	-8																r30																													r30																													0
Remove Rune Forging wand/staf	1			100	18	202	359		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-359	-359	hp%			-12	-12																r31																													r31																													0
Remove Rune Forging wand/staf	1			100	18	202	360		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-360	-360	nofreeze			-1	-1																r32																													r32																													0
Remove Rune Forging wand/staf	1			100	18	202	367		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-367	-367	res-fire/lvl		-6																		r39																													r39																													0
Remove Rune Forging wand/staf	1			100	18	202	368		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-368	-368	res-cold/lvl		-6																		r40																													r40																													0
Remove Rune Forging wand/staf	1			100	18	202	369		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-369	-369	res-pois/lvl		-6																		r41																													r41																													0
Remove Rune Forging wand/staf	1			100	18	202	370		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-370	-370	res-ltng/lvl		-6																		r42																													r42																													0
Remove Rune Forging wand/staf	1			100	18	202	394		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-394	-394	ac/lvl		-24																		r43																													r43																													0
Remove Rune Forging wand/staf	1			100	18	202	395		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-395	-395	thorns/lvl		-60																		r44																													r44																													0
Remove Rune Forging wand/staf R5	1			100	18	202	340		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-340	-340	red-dmg			-7	-7																r12																													r12																													0
Remove Rune Forging wand/staf R5	1			100	18	202	351		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-351	-351	red-mag			-7	-7																r23																													r23																													0
Remove Rune Forging wand/staf R5	1			100	18	202	371		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-371	-371	ac/lvl		-16																		r43																													r43																													0
Remove Rune Forging wand/staf R5	1			100	18	202	372		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-372	-372	thorns/lvl		-40																		r44																													r44																													0
Remove Rune Forging weap	1			100	18	202	129		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-129	-129	dmgpct			-15	-15																r01																													r01																													0
Remove Rune Forging weap	1			100	18	202	130		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-130	-130	att-undead			-75	-75	dmg-undead			-75	-75											r02																													r02																													0
Remove Rune Forging weap	1			100	18	202	131		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-131	-131	mana-kill			-3	-3																r03																													r03																													0
Remove Rune Forging weap	1			100	18	202	132		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-132	-132	knock			-1	-1																r04																													r04																													0
Remove Rune Forging weap	1			100	18	202	133		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-133	-133	reduce-ac			-25	-25																r05																													r05																													0
Remove Rune Forging weap	1			100	18	202	134		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-134	-134	dmg-max			-9	-9																r06																													r06																													0
Remove Rune Forging weap	1			100	18	202	135		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-135	-135	dmg-pois		-125	-154	-154																r07																													r07																													0
Remove Rune Forging weap	1			100	18	202	136		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-136	-136	dmg-fire			-5	-30																r08																													r08																													0
Remove Rune Forging weap	1			100	18	202	137		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-137	-137	dmg-ltng			-1	-50																r09																													r09																													0
Remove Rune Forging weap	1			100	18	202	138		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-138	-138	dmg-cold		-75	-4	-20																r10																													r10																													0
Remove Rune Forging weap	1			100	18	202	139		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-139	-139	lifesteal			-7	-7																r11																													r11																													0
Remove Rune Forging weap	1			100	18	202	140		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-140	-140	dmg-min			-9	-9																r12																													r12																													0
Remove Rune Forging weap	1			100	18	202	141		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-141	-141	swing2			-20	-20																r13																													r13																													0
Remove Rune Forging weap	1			100	18	202	191		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-191	-191	regen			-15	-15																r14																													r14																													0
Remove Rune Forging weap	1			100	18	202	143		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-143	-143	ease			20	20																r15																													r15																													0
Remove Rune Forging weap	1			100	18	202	144		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-144	-144	vit			-15	-15																r16																													r16																													0
Remove Rune Forging weap	1			100	18	202	145		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-145	-145	enr			-15	-15																r17																													r17																													0
Remove Rune Forging weap	1			100	18	202	146		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-146	-146	dex			-15	-15																r18																													r18																													0
Remove Rune Forging weap	1			100	18	202	147		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-147	-147	str			-15	-15																r19																													r19																													0
Remove Rune Forging weap	1			100	18	202	192		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-192	-192	gold%			-40	-40																r20																													r20																													0
Remove Rune Forging weap	1			100	18	202	149		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-149	-149	att-demon			-75	-75	dmg-demon			-75	-75											r21																													r21																													0
Remove Rune Forging weap	1			100	18	202	150		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-150	-150	openwounds			-25	-25																r22																													r22																													0
Remove Rune Forging weap	1			100	18	202	151		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-151	-151	noheal			-1	-1																r23																													r23																													0
Remove Rune Forging weap	1			100	18	202	152		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-152	-152	mag%			-25	-25																r24																													r24																													0
Remove Rune Forging weap	1			100	18	202	153		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-153	-153	att%			-20	-20																r25																													r25																													0
Remove Rune Forging weap	1			100	18	202	154		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-154	-154	manasteal			-7	-7																r26																													r26																													0
Remove Rune Forging weap	1			100	18	202	155		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-155	-155	dmgpct			-50	-50																r27																													r27																													0
Remove Rune Forging weap	1			100	18	202	156		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-156	-156	deadly			-20	-20																r28																													r28																													0
Remove Rune Forging weap	1			100	18	202	177		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-177	-177	slow			-12	-12																r29																													r29																													0
Remove Rune Forging weap	1			100	18	202	158		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-158	-158	fasterattackanim		-20	-20																r30																													r30																													0	0
Remove Rune Forging weap	1			100	18	202	159		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-159	-159	ignore-ac			-1	-1																r31																													r31																													0
Remove Rune Forging weap	1			100	18	202	160		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-160	-160	freeze			-2	-2																r32																													r32																													0
Remove Rune Forging weap	1			100	18	202	161		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-161	-161	hp/lvl		-8																		r33																													r33																													0
Remove Rune Forging weap	1			100	18	202	162		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-162	-162	mana/lvl		-8																		r34																													r34																													0
Remove Rune Forging weap	1			100	18	202	163		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-163	-163	str/lvl		-3																		r35																													r35																													0
Remove Rune Forging weap	1			100	18	202	164		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-164	-164	dex/lvl		-3																		r36																													r36																													0
Remove Rune Forging weap	1			100	18	202	165		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-165	-165	vit/lvl		-3																		r37																													r37																													0
Remove Rune Forging weap	1			100	18	202	166		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-166	-166	enr/lvl		-3																		r38																													r38																													0
Remove Rune Forging weap	1			100	18	202	178		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-178	-178	dmg-fire/lvl		-32																		r39																													r39																													0
Remove Rune Forging weap	1			100	18	202	179		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-179	-179	dmg-cold/lvl		-32																		r40																													r40																													0
Remove Rune Forging weap	1			100	18	202	180		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-180	-180	dmg-pois/lvl		-32																		r41																													r41																													0
Remove Rune Forging weap	1			100	18	202	181		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-181	-181	dmg-ltng/lvl		-32																		r42																													r42																													0
Remove Rune Forging weap	1			100	18	202	171		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-171	-171	att/lvl		-6																		r43																													r43																													0
Remove Rune Forging weap	1			100	18	202	182		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-182	-182	dmg/lvl		-5																		r44																													r44																													0
Remove Rune Forging weap	1			100	18	202	173		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-173	-173	all-stats			-10	-10																r45																													r45																													0
Remove Rune Forging weap R5	1			100	18	202	142		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-142	-142	regen			-10	-10																r14																													r14																													0
Remove Rune Forging weap R5	1			100	18	202	148		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-148	-148	gold%			-50	-50																r20																													r20																													0
Remove Rune Forging weap R5	1			100	18	202	157		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-157	-157	stupidity			-2	-2																r29																													r29																													0
Remove Rune Forging weap R5	1			100	18	202	167		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-167	-167	dmg-fire/lvl		-20																		r39																													r39																													0
Remove Rune Forging weap R5	1			100	18	202	168		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-168	-168	dmg-cold/lvl		-20																		r40																													r40																													0
Remove Rune Forging weap R5	1			100	18	202	169		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-169	-169	dmg-pois/lvl		-20																		r41																													r41																													0
Remove Rune Forging weap R5	1			100	18	202	170		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-170	-170	dmg-ltng/lvl		-20																		r42																													r42																													0
Remove Rune Forging weap R5	1			100	18	202	172		4	"weap,any"	"wms,qty=3"						useitem				craftflag			-172	-172	dmg/lvl		-6																		r44																													r44																													0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r01,qty=2"	gem0					useitem				craftflag			129	129	dmgpct			15	15																																																																										0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r02,qty=2"	gem0					useitem				craftflag			130	130	att-undead			75	75	dmg-undead			75	75																																																																					0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r04,qty=2"	gem0					useitem				craftflag			132	132	knock			1	1																																																																										0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r05,qty=2"	gem0					useitem				craftflag			133	133	reduce-ac			25	25																																																																										0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r06,qty=2"	gem0					useitem				craftflag			134	134	dmg-max			9	9																																																																										0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r07,qty=2"	gem0					useitem				craftflag			135	135	dmg-pois		125	154	154																																																																										0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r08,qty=2"	gem0					useitem				craftflag			136	136	dmg-fire			5	30																																																																										0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r09,qty=2"	gem0					useitem				craftflag			137	137	dmg-ltng			1	50																																																																										0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r10,qty=2"	gem0					useitem				craftflag			138	138	dmg-cold		75	4	20																																																																										0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r11,qty=2"	gem0					useitem				craftflag			139	139	lifesteal			7	7																																																																										0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r12,qty=2"	gem0					useitem				craftflag			140	140	dmg-min			9	9																																																																										0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r13,qty=2"	gem0					useitem				craftflag			141	141	swing2			20	20																																																																										0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r21,qty=2"	gem0					useitem				craftflag			149	149	att-demon			75	75	dmg-demon			75	75																																																																					0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r22,qty=2"	gem0					useitem				craftflag			150	150	openwounds			25	25																																																																										0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r23,qty=2"	gem0					useitem				craftflag			151	151	noheal			1	1																																																																										0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r25,qty=2"	gem0					useitem				craftflag			153	153	att%			20	20																																																																										0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r26,qty=2"	gem0					useitem				craftflag			154	154	manasteal			7	7																																																																										0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r27,qty=2"	gem0					useitem				craftflag			155	155	dmgpct			50	50																																																																										0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r28,qty=2"	gem0					useitem				craftflag			156	156	deadly			20	20																																																																										0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r29,qty=2"	gem0					useitem				craftflag			177	177	slow			12	12																																																																										0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r30,qty=2"	gem0					useitem				craftflag			158	158	fasterattackanim		20	20																																																																										0	0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r31,qty=2"	gem0					useitem				craftflag			159	159	ignore-ac			1	1																																																																										0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r32,qty=2"	gem0					useitem				craftflag			160	160	freeze			2	2																																																																										0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r39,qty=2"	gem0					useitem				craftflag			178	178	dmg-fire/lvl		32																																																																												0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r40,qty=2"	gem0					useitem				craftflag			179	179	dmg-cold/lvl		32																																																																												0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r41,qty=2"	gem0					useitem				craftflag			180	180	dmg-pois/lvl		32																																																																												0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r42,qty=2"	gem0					useitem				craftflag			181	181	dmg-ltng/lvl		32																																																																												0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r43,qty=2"	gem0					useitem				craftflag			171	171	att/lvl		6																																																																												0
Rune Forging glov	1			100	18	202	0		4	"glov,any"	"r44,qty=2"	gem0					useitem				craftflag			182	182	dmg/lvl		5																																																																												0
Rune Forging tors	1			100	18	202	0		4	"tors,any"	"r02,qty=2"	gem0					useitem				craftflag			430	430	block			7	7																																																																										0
Rune Forging tors	1			100	18	202	0		4	"tors,any"	"r13,qty=2"	gem0					useitem				craftflag			441	441	block2			20	20																																																																										0
Rune Forging tors	1			100	18	202	0		4	"tors,any"	"r22,qty=2"	gem0					useitem				craftflag			450	450	res-all			20	20																																																																										0
Rune Forging tors	1			100	18	202	0		4	"tors,any"	"r29,qty=2"	gem0					useitem				craftflag			457	457	mana			60	60																																																																										0
Rune Forging tors	1			100	18	202	0		4	"tors,any"	"r31,qty=2"	gem0					useitem				craftflag			459	459	hp			60	60																																																																										0
Rune Forging shld	1			100	18	202	0		4	"shld,any"	"r02,qty=2"	gem0					useitem				craftflag			430	430	block			7	7																																																																										0
Rune Forging shld	1			100	18	202	0		4	"shld,any"	"r13,qty=2"	gem0					useitem				craftflag			441	441	block2			20	20																																																																										0
Rune Forging shld	1			100	18	202	0		4	"shld,any"	"r22,qty=2"	gem0					useitem				craftflag			450	450	res-all			20	20																																																																										0
Rune Forging shld	1			100	18	202	0		4	"shld,any"	"r29,qty=2"	gem0					useitem				craftflag			457	457	mana			60	60																																																																										0
Rune Forging shld	1			100	18	202	0		4	"shld,any"	"r31,qty=2"	gem0					useitem				craftflag			459	459	hp			60	60																																																																										0
Rune Forging belt	1			100	18	202	0		4	"belt,any"	"r02,qty=2"	gem0					useitem				craftflag			430	430	block			7	7																																																																										0
Rune Forging belt	1			100	18	202	0		4	"belt,any"	"r13,qty=2"	gem0					useitem				craftflag			441	441	block2			20	20																																																																										0
Rune Forging belt	1			100	18	202	0		4	"belt,any"	"r22,qty=2"	gem0					useitem				craftflag			450	450	res-all			20	20																																																																										0
Rune Forging belt	1			100	18	202	0		4	"belt,any"	"r29,qty=2"	gem0					useitem				craftflag			457	457	mana			60	60																																																																										0
Rune Forging belt	1			100	18	202	0		4	"belt,any"	"r31,qty=2"	gem0					useitem				craftflag			459	459	hp			60	60																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r01,qty=2"	gem0					useitem				craftflag			329	329	ac			30	30																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r02,qty=2"	gem0					useitem				craftflag			330	330	move1			15	15																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r03,qty=2"	gem0					useitem				craftflag			331	331	mana-kill			3	3																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r04,qty=2"	gem0					useitem				craftflag			332	332	ac-miss			45	45																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r05,qty=2"	gem0					useitem				craftflag			333	333	regen-mana			20	20																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r06,qty=2"	gem0					useitem				craftflag			334	334	dmg-to-mana			20	20																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r07,qty=2"	gem0					useitem				craftflag			335	335	res-pois			35	35																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r08,qty=2"	gem0					useitem				craftflag			336	336	res-fire			35	35																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r09,qty=2"	gem0					useitem				craftflag			337	337	res-ltng			35	35																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r10,qty=2"	gem0					useitem				craftflag			338	338	res-cold			35	35																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r11,qty=2"	gem0					useitem				craftflag			339	339	thorns			75	75																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r12,qty=2"	gem0					useitem				craftflag			390	390	red-dmg			12	12																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r13,qty=2"	gem0					useitem				craftflag			341	341	balance2			20	20																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r14,qty=2"	gem0					useitem				craftflag			391	391	regen			15	15																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r15,qty=2"	gem0					useitem				craftflag			343	343	ease			-20	-20																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r16,qty=2"	gem0					useitem				craftflag			344	344	vit			15	15																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r17,qty=2"	gem0					useitem				craftflag			345	345	enr			15	15																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r18,qty=2"	gem0					useitem				craftflag			346	346	dex			15	15																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r19,qty=2"	gem0					useitem				craftflag			347	347	str			15	15																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r20,qty=2"	gem0					useitem				craftflag			392	392	gold%			40	40																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r21,qty=2"	gem0					useitem				craftflag			349	349	ac%			35	35																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r22,qty=2"	gem0					useitem				craftflag			350	350	res-all			16	16																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r23,qty=2"	gem0					useitem				craftflag			393	393	red-mag			12	12																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r24,qty=2"	gem0					useitem				craftflag			352	352	mag%			25	25																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r25,qty=2"	gem0					useitem				craftflag			353	353	res-pois-max			8	8																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r26,qty=2"	gem0					useitem				craftflag			354	354	res-fire-max			8	8																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r27,qty=2"	gem0					useitem				craftflag			355	355	res-cold-max			8	8																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r28,qty=2"	gem0					useitem				craftflag			356	356	res-ltng-max			8	8																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r29,qty=2"	gem0					useitem				craftflag			357	357	mana%			12	12																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r30,qty=2"	gem0					useitem				craftflag			358	358	red-dmg%			8	8																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r31,qty=2"	gem0					useitem				craftflag			359	359	hp%			12	12																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r32,qty=2"	gem0					useitem				craftflag			360	360	nofreeze			1	1																																																																										0
Rune Forging armo	1			100	18	202	0		4	"armo,any"	"r33,qty=2"	gem0					useitem				craftflag			361	361	hp/lvl		8																																																																												0
