Name	version	spawnable	rare	level	maxlevel	levelreq	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	divide	multiply	add
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-fire/lvl	8					1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-fire/lvl	12					1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-fire/lvl	16					1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-fire/lvl	20					1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-fire/lvl	24					1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-fire/lvl	28					1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-fire/lvl	32					1hsw							tkni	taxe	jave	0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-ltng/lvl	8					1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-ltng/lvl	12					1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-ltng/lvl	16					1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-ltng/lvl	20					1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-ltng/lvl	24					1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-ltng/lvl	28					1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-ltng/lvl	32					1hsw							tkni	taxe	jave	0	0	0
																																					
null	100	1	1	5	45	3			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	deadly		1	2			1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	15	60	12			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	deadly		1	3			1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	25		24			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	deadly		2	4			1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	45		33			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	deadly		2	5			1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	60		42			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	deadly		3	6			1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	80		60			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	deadly		3	7			1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	deadly		4	8			1hsw							tkni	taxe	jave	0	0	0
																																					
null	100	1	1	5	45	3			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	crush		1	2			1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	15	60	12			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	crush		1	3			1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	25		24			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	crush		2	4			1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	45		33			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	crush		2	5			1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	60		42			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	crush		3	6			1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	80		60			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	crush		3	7			1hsw							tkni	taxe	jave	0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	crush		4	8			1hsw							tkni	taxe	jave	0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dex		10	15			2hsw										0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dex		18	22			2hsw										0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dex		25	29			2hsw										0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dex		32	36			2hsw										0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dex		39	43			2hsw										0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dex		46	50			2hsw										0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dex%		8	14			2hsw										0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	str		10	15			2hsw										0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	str		18	22			2hsw										0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	str		25	29			2hsw										0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	str		32	36			2hsw										0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	str		39	43			2hsw										0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	str		46	50			2hsw										0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	str%		8	14			2hsw										0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg%		5	10			2hsw										0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg%		15	30			2hsw										0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg%		25	50			2hsw										0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg%		40	80			2hsw										0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg%		60	120			2hsw										0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg%		85	170			2hsw										0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg%		115	230			2hsw										0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-cold/lvl	16					2hsw										0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-cold/lvl	20					2hsw										0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-cold/lvl	24					2hsw										0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-cold/lvl	28					2hsw										0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-cold/lvl	32					2hsw										0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-cold/lvl	36					2hsw										0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-cold/lvl	40					2hsw										0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-fire/lvl	16					2hsw										0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-fire/lvl	20					2hsw										0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-fire/lvl	24					2hsw										0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-fire/lvl	28					2hsw										0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-fire/lvl	32					2hsw										0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-fire/lvl	36					2hsw										0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-fire/lvl	40					2hsw										0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-ltng/lvl	16					2hsw										0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-ltng/lvl	20					2hsw										0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-ltng/lvl	24					2hsw										0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-ltng/lvl	28					2hsw										0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-ltng/lvl	32					2hsw										0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-ltng/lvl	36					2hsw										0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	dmg-ltng/lvl	40					2hsw										0	0	0
																																					
null	100	1	1	5	45	3			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	deadly		1	3			2hsw										0	0	0
null	100	1	1	15	60	12			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	deadly		2	5			2hsw										0	0	0
null	100	1	1	25		24			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	deadly		3	7			2hsw										0	0	0
null	100	1	1	45		33			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	deadly		4	9			2hsw										0	0	0
null	100	1	1	60		42			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	deadly		5	11			2hsw										0	0	0
null	100	1	1	80		60			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	deadly		6	13			2hsw										0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	deadly		7	15			2hsw										0	0	0
																																					
null	100	1	1	5	45	3			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	crush		1	3			2hsw										0	0	0
null	100	1	1	15	60	12			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	crush		2	5			2hsw										0	0	0
null	100	1	1	25		24			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	crush		3	7			2hsw										0	0	0
null	100	1	1	45		33			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	crush		4	9			2hsw										0	0	0
null	100	1	1	60		42			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	crush		5	11			2hsw										0	0	0
null	100	1	1	80		60			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	crush		6	13			2hsw										0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	hit-splash	WeaponSplash	100	1	crush		7	15			2hsw										0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		20	60	hit-splash	WeaponSplash	100	1							1hsw	2hsw						tkni	taxe	jave	0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		25	65	hit-splash	WeaponSplash	100	1							1hsw	2hsw						tkni	taxe	jave	0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		30	70	hit-splash	WeaponSplash	100	1							1hsw	2hsw						tkni	taxe	jave	0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		35	75	hit-splash	WeaponSplash	100	1							1hsw	2hsw						tkni	taxe	jave	0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		40	80	hit-splash	WeaponSplash	100	1							1hsw	2hsw						tkni	taxe	jave	0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		45	85	hit-splash	WeaponSplash	100	1							1hsw	2hsw						tkni	taxe	jave	0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		50	90	hit-splash	WeaponSplash	100	1							1hsw	2hsw						tkni	taxe	jave	0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	rep-quant	33			dex		1	5			tkni	taxe	jave								0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	rep-quant	33			dex		8	12			tkni	taxe	jave								0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	rep-quant	33			dex		15	19			tkni	taxe	jave								0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	rep-quant	33			dex		22	26			tkni	taxe	jave								0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	rep-quant	33			dex		29	33			tkni	taxe	jave								0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	rep-quant	33			dex		36	40			tkni	taxe	jave								0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	rep-quant	33			dex%		6	12			tkni	taxe	jave								0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	rep-quant	33			str		1	5			tkni	taxe	jave								0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	rep-quant	33			str		8	12			tkni	taxe	jave								0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	rep-quant	33			str		15	19			tkni	taxe	jave								0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	rep-quant	33			str		22	26			tkni	taxe	jave								0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	rep-quant	33			str		29	33			tkni	taxe	jave								0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	rep-quant	33			str		36	40			tkni	taxe	jave								0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	rep-quant	33			str%		6	12			tkni	taxe	jave								0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	rep-quant	33			dmg%		5	10			tkni	taxe	jave								0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	rep-quant	33			dmg%		15	30			tkni	taxe	jave								0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	rep-quant	33			dmg%		25	50			tkni	taxe	jave								0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	rep-quant	33			dmg%		40	80			tkni	taxe	jave								0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	rep-quant	33			dmg%		60	120			tkni	taxe	jave								0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	rep-quant	33			dmg%		85	170			tkni	taxe	jave								0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	rep-quant	33			dmg%		115	230			tkni	taxe	jave								0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	rep-quant	33			dmg-cold/lvl	8					tkni	taxe	jave								0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	rep-quant	33			dmg-cold/lvl	12					tkni	taxe	jave								0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	rep-quant	33			dmg-cold/lvl	16					tkni	taxe	jave								0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	rep-quant	33			dmg-cold/lvl	20					tkni	taxe	jave								0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	rep-quant	33			dmg-cold/lvl	24					tkni	taxe	jave								0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	rep-quant	33			dmg-cold/lvl	28					tkni	taxe	jave								0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	rep-quant	33			dmg-cold/lvl	32					tkni	taxe	jave								0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	rep-quant	33			dmg-fire/lvl	8					tkni	taxe	jave								0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	rep-quant	33			dmg-fire/lvl	12					tkni	taxe	jave								0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	rep-quant	33			dmg-fire/lvl	16					tkni	taxe	jave								0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	rep-quant	33			dmg-fire/lvl	20					tkni	taxe	jave								0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	rep-quant	33			dmg-fire/lvl	24					tkni	taxe	jave								0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	rep-quant	33			dmg-fire/lvl	28					tkni	taxe	jave								0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	rep-quant	33			dmg-fire/lvl	32					tkni	taxe	jave								0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	rep-quant	33			dmg-ltng/lvl	8					tkni	taxe	jave								0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	rep-quant	33			dmg-ltng/lvl	12					tkni	taxe	jave								0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	rep-quant	33			dmg-ltng/lvl	16					tkni	taxe	jave								0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	rep-quant	33			dmg-ltng/lvl	20					tkni	taxe	jave								0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	rep-quant	33			dmg-ltng/lvl	24					tkni	taxe	jave								0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	rep-quant	33			dmg-ltng/lvl	28					tkni	taxe	jave								0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	rep-quant	33			dmg-ltng/lvl	32					tkni	taxe	jave								0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	rep-quant	33			pierce		4	8			tkni	taxe	jave								0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	rep-quant	33			pierce		6	12			tkni	taxe	jave								0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	rep-quant	33			pierce		8	16			tkni	taxe	jave								0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	rep-quant	33			pierce		10	20			tkni	taxe	jave								0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	rep-quant	33			pierce		12	24			tkni	taxe	jave								0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	rep-quant	33			pierce		14	26			tkni	taxe	jave								0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	rep-quant	33			pierce		16	28			tkni	taxe	jave								0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	str		10	15							xbow										0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	str		18	22							xbow										0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	str		25	29							xbow										0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	str		32	36							xbow										0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	str		39	43							xbow										0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	str		46	50							xbow										0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	str%		8	14							xbow										0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	dex		10	15							bow										0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	dex		18	22							bow										0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	dex		25	29							bow										0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	dex		32	36							bow										0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	dex		39	43							bow										0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	dex		46	50							bow										0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	dex%		8	14							bow										0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	dmg%		5	10							miss										0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	dmg%		15	30							miss										0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	dmg%		25	50							miss										0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	dmg%		40	80							miss										0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	dmg%		60	120							miss										0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	dmg%		85	170							miss										0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	dmg%		115	230							miss										0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	dmg/lvl	5									miss										0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	dmg/lvl	5									miss										0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	dmg/lvl	6									miss										0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	dmg/lvl	6									miss										0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	dmg/lvl	7									miss										0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	dmg/lvl	7									miss										0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	dmg/lvl	8									miss										0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	pierce		4	8							miss										0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	pierce		6	12							miss										0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	pierce		8	16							miss										0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	pierce		10	20							miss										0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	pierce		12	24							miss										0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	pierce		14	26							miss										0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	pierce		16	28							miss										0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		20	60											miss										0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		25	65											miss										0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		30	70											miss										0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		35	75											miss										0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		40	80											miss										0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		45	85											miss										0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		50	90											miss										0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	dmg-cold/lvl	16									miss										0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	dmg-cold/lvl	20									miss										0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	dmg-cold/lvl	24									miss										0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	dmg-cold/lvl	28									miss										0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	dmg-cold/lvl	32									miss										0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	dmg-cold/lvl	36									miss										0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	dmg-cold/lvl	40									miss										0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	dmg-fire/lvl	16									miss										0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	dmg-fire/lvl	20									miss										0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	dmg-fire/lvl	24									miss										0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	dmg-fire/lvl	28									miss										0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	dmg-fire/lvl	32									miss										0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	dmg-fire/lvl	36									miss										0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	dmg-fire/lvl	40									miss										0	0	0
																																					
null	100	1	1	5	45	3			32	950	tinkerflag2		10	30	dmg-ltng/lvl	16									miss										0	0	0
null	100	1	1	15	60	12			32	950	tinkerflag2		10	30	dmg-ltng/lvl	20									miss										0	0	0
null	100	1	1	25		24			32	950	tinkerflag2		10	30	dmg-ltng/lvl	24									miss										0	0	0
null	100	1	1	45		33			32	950	tinkerflag2		10	30	dmg-ltng/lvl	28									miss										0	0	0
null	100	1	1	60		42			16	950	tinkerflag2		10	30	dmg-ltng/lvl	32									miss										0	0	0
null	100	1	1	80		60			8	950	tinkerflag2		10	30	dmg-ltng/lvl	36									miss										0	0	0
null	100	1	1	95		66			2	950	tinkerflag2		10	30	dmg-ltng/lvl	40									miss										0	0	0
																																					
null	0	1	1	5	45	3	ama		12	901	skilltab	0	1	1											scrn										0	0	0
null	0	1	1	45		33	ama		6	901	skilltab	0	1	2											scrn										0	0	0
null	0	1	1	60		42	ama		4	901	skilltab	0	2	3											scrn										0	0	0
null	0	1	1	5	45	3	ama		12	901	skilltab	1	1	1											scrn										0	0	0
null	0	1	1	45		33	ama		6	901	skilltab	1	1	2											scrn										0	0	0
null	0	1	1	60		42	ama		4	901	skilltab	1	2	3											scrn										0	0	0
null	0	1	1	5	45	3	ama		12	901	skilltab	2	1	1											scrn										0	0	0
null	0	1	1	45		33	ama		6	901	skilltab	2	1	2											scrn										0	0	0
null	0	1	1	60		42	ama		4	901	skilltab	2	2	3											scrn										0	0	0
																																					
null	0	1	1	5	45	3	ama		12	950	skilltab	0	1	1											abow	pbow									0	0	0
null	0	1	1	45		33	ama		6	950	skilltab	0	1	2											abow	pbow									0	0	0
null	0	1	1	60		42	ama		4	950	skilltab	0	2	3											abow	pbow									0	0	0
null	0	1	1	5	45	3	ama		12	950	skilltab	2	1	1	rep-quant	33									ajav										0	0	0
null	0	1	1	45		33	ama		6	950	skilltab	2	1	2	rep-quant	33									ajav										0	0	0
null	0	1	1	60		42	ama		4	950	skilltab	2	2	3	rep-quant	33									ajav										0	0	0
null	0	1	1	5	45	3	ama		12	950	skilltab	2	1	1	hit-splash	WeaponSplash	100	1							aspe										0	0	0
null	0	1	1	45		33	ama		6	950	skilltab	2	1	2	hit-splash	WeaponSplash	100	1							aspe										0	0	0
null	0	1	1	60		42	ama		4	950	skilltab	2	2	3	hit-splash	WeaponSplash	100	1							aspe										0	0	0
																																					
null	0	1	1	5	45	3	sor		12	901	skilltab	3	1	1											robe										0	0	0
null	0	1	1	45		33	sor		6	901	skilltab	3	1	2											robe										0	0	0
null	0	1	1	60		42	sor		4	901	skilltab	3	2	3											robe										0	0	0
null	0	1	1	5	45	3	sor		12	901	skilltab	4	1	1											robe										0	0	0
null	0	1	1	45		33	sor		6	901	skilltab	4	1	2											robe										0	0	0
null	0	1	1	60		42	sor		4	901	skilltab	4	2	3											robe										0	0	0
null	0	1	1	5	45	3	sor		12	901	skilltab	5	1	1											robe										0	0	0
null	0	1	1	45		33	sor		6	901	skilltab	5	1	2											robe										0	0	0
