description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Coupon Reroll	1			100	16	203	54		6	rnd	"cpn2,qty=5"						11e	99																																																																																						0
Coupon Reroll	1			100	16	203	59		6	rnd	"cpn2,qty=5"						12e	99																																																																																						0
Coupon Reroll	1			100	16	203	64		6	rnd	"cpn2,qty=5"						13e	99																																																																																						0
Coupon Reroll	1			100	16	203	69		6	rnd	"cpn2,qty=5"						14e	99																																																																																						0
Coupon Reroll	1			100	16	203	74		6	rnd	"cpn2,qty=5"						15e	99																																																																																						0
Coupon Reroll	1			100	16	203	79		6	rnd	"cpn2,qty=5"						16e	99																																																																																						0
Coupon Reroll	1			100	16	203	84		6	rnd	"cpn2,qty=5"						17e	99																																																																																						0
Coupon Reroll	1			100	16	203	89		6	rnd	"cpn2,qty=5"						18e	99																																																																																						0
Coupon Reroll	1			100	16	203	94		6	rnd	"cpn2,qty=5"						19e	99																																																																																						0
Coupon Reroll	1			100	16	203	99		6	rnd	"cpn2,qty=5"						20e	99																																																																																						0
Coupon Reroll	1			100	16	203	104		6	rnd	"cpn2,qty=5"						21e	99																																																																																						0
Coupon Reroll	1			100	16	203	109		6	rnd	"cpn2,qty=5"						22e	99																																																																																						0
Coupon Reroll	1			100	16	203	114		6	rnd	"cpn2,qty=5"						24e	99																																																																																						0
Coupon Reroll	1			100	16	203	119		6	rnd	"cpn2,qty=5"						25e	99																																																																																						0
Coupon Reroll	1			100	16	203	124		6	rnd	"cpn2,qty=5"						26e	99																																																																																						0
Coupon Reroll	1			100	16	203	129		6	rnd	"cpn2,qty=5"						27e	99																																																																																						0
Coupon Reroll	1			100	16	203	134		6	rnd	"cpn2,qty=5"						28e	99																																																																																						0
Coupon Reroll	1			100	16	203	139		6	rnd	"cpn2,qty=5"						29e	99																																																																																						0
Coupon Reroll	1			100	16	203	144		6	rnd	"cpn2,qty=5"						31e	99																																																																																						0
Coupon Reroll	1			100	16	203	149		6	rnd	"cpn2,qty=5"						32e	99																																																																																						0
Coupon Reroll	1			100	16	203	154		6	rnd	"cpn2,qty=5"						33e	99																																																																																						0
Coupon Reroll	1			100	16	203	159		6	rnd	"cpn2,qty=5"						34e	99																																																																																						0
Coupon Reroll	1			100	16	203	164		6	rnd	"cpn2,qty=5"						35e	99																																																																																						0
Coupon Reroll	1			100	16	203	169		6	rnd	"cpn2,qty=5"						36e	99																																																																																						0
Coupon Reroll	1			100	16	203	174		6	rnd	"cpn2,qty=5"						37e	99																																																																																						0
Coupon Reroll	1			100	16	203	179		6	rnd	"cpn2,qty=5"						38e	99																																																																																						0
Coupon Reroll	1			100	16	203	184		6	rnd	"cpn2,qty=5"						01h	99																																																																																						0
Coupon Reroll	1			100	16	203	189		6	rnd	"cpn2,qty=5"						02k	99																																																																																						0
Coupon Reroll	1			100	16	203	194		6	rnd	"cpn2,qty=5"						03h	99																																																																																						0
Coupon Reroll	1			100	16	203	199		6	rnd	"cpn2,qty=5"						04h	99																																																																																						0
Coupon Reroll	1			100	16	203	204		6	rnd	"cpn2,qty=5"						05h	99																																																																																						0
Coupon Reroll	1			100	16	203	209		6	rnd	"cpn2,qty=5"						06h	99																																																																																						0
Coupon Reroll	1			100	16	203	214		6	rnd	"cpn2,qty=5"						07h	99																																																																																						0
Coupon Reroll	1			100	16	203	219		6	rnd	"cpn2,qty=5"						08h	99																																																																																						0
Coupon Reroll	1			100	16	203	224		6	rnd	"cpn2,qty=5"						09h	99																																																																																						0
Coupon Reroll	1			100	16	203	229		6	rnd	"cpn2,qty=5"						10h	99																																																																																						0
Coupon Reroll	1			100	16	203	234		6	rnd	"cpn2,qty=5"						11h	99																																																																																						0
Coupon Reroll	1			100	16	203	239		6	rnd	"cpn2,qty=5"						12k	99																																																																																						0
Coupon Reroll	1			100	16	203	244		6	rnd	"cpn2,qty=5"						13h	99																																																																																						0
Coupon Reroll	1			100	16	203	249		6	rnd	"cpn2,qty=5"						14h	99																																																																																						0
Coupon Reroll	1			100	16	203	254		6	rnd	"cpn2,qty=5"						15h	99																																																																																						0
Coupon Reroll	1			100	16	203	259		6	rnd	"cpn2,qty=5"						16h	99																																																																																						0
Coupon Reroll	1			100	16	203	264		6	rnd	"cpn2,qty=5"						17h	99																																																																																						0
Coupon Reroll	1			100	16	203	269		6	rnd	"cpn2,qty=5"						18h	99																																																																																						0
Coupon Reroll	1			100	16	203	274		6	rnd	"cpn2,qty=5"						19h	99																																																																																						0
Coupon Reroll	1			100	16	203	279		6	rnd	"cpn2,qty=5"						20h	99																																																																																						0
Coupon Reroll	1			100	16	203	284		6	rnd	"cpn2,qty=5"						21h	99																																																																																						0
Coupon Reroll	1			100	16	203	289		6	rnd	"cpn2,qty=5"						22k	99																																																																																						0
Coupon Reroll	1			100	16	203	294		6	rnd	"cpn2,qty=5"						23h	99																																																																																						0
Coupon Reroll	1			100	16	203	299		6	rnd	"cpn2,qty=5"						24h	99																																																																																						0
Coupon Reroll	1			100	16	203	304		6	rnd	"cpn2,qty=5"						25h	99																																																																																						0
Coupon Reroll	1			100	16	203	309		6	rnd	"cpn2,qty=5"						26h	99																																																																																						0
Coupon Reroll	1			100	16	203	314		6	rnd	"cpn2,qty=5"						27h	99																																																																																						0
Coupon Reroll	1			100	16	203	319		6	rnd	"cpn2,qty=5"						28h	99																																																																																						0
Coupon Reroll	1			100	16	203	324		6	rnd	"cpn2,qty=5"						29h	99																																																																																						0
Coupon Reroll	1			100	16	203	329		6	rnd	"cpn2,qty=5"						30h	99																																																																																						0
Coupon Reroll	1			100	16	203	334		6	rnd	"cpn2,qty=5"						31h	99																																																																																						0
Coupon Reroll	1			100	16	203	339		6	rnd	"cpn2,qty=5"						32k	99																																																																																						0
Coupon Reroll	1			100	16	203	344		6	rnd	"cpn2,qty=5"						33h	99																																																																																						0
Coupon Reroll	1			100	16	203	349		6	rnd	"cpn2,qty=5"						34h	99																																																																																						0
Coupon Reroll	1			100	16	203	354		6	rnd	"cpn2,qty=5"						35h	99																																																																																						0
Coupon Reroll	1			100	16	203	359		6	rnd	"cpn2,qty=5"						36h	99																																																																																						0
Coupon Reroll	1			100	16	203	364		6	rnd	"cpn2,qty=5"						37h	99																																																																																						0
Coupon Reroll	1			100	16	203	369		6	rnd	"cpn2,qty=5"						38h	99																																																																																						0
Coupon Reroll	1			100	16	203	374		6	rnd	"cpn2,qty=5"						39h	99																																																																																						0
Coupon Reroll	1			100	16	203	379		6	rnd	"cpn2,qty=5"						40h	99																																																																																						0
Coupon Reroll	1			100	16	203	384		6	rnd	"cpn2,qty=5"						41h	99																																																																																						0
Coupon Reroll	1			100	16	203	389		6	rnd	"cpn2,qty=5"						42k	99																																																																																						0
Coupon Reroll	1			100	16	203	394		6	rnd	"cpn2,qty=5"						45h	99																																																																																						0
Coupon Reroll	1			100	16	203	399		6	rnd	"cpn2,qty=5"						46h	99																																																																																						0
Coupon Reroll	1			100	16	203	404		6	rnd	"cpn2,qty=5"						47h	99																																																																																						0
Coupon Reroll	1			100	16	203	409		6	rnd	"cpn2,qty=5"						49h	99																																																																																						0
Coupon Reroll	1			100	16	203	414		6	rnd	"cpn2,qty=5"						50h	99																																																																																						0
Coupon Reroll	1			100	16	203	419		6	rnd	"cpn2,qty=5"						51h	99																																																																																						0
Coupon Reroll	1			100	16	203	424		6	rnd	"cpn2,qty=5"						52k	99																																																																																						0
Coupon Reroll	1			100	16	203	429		6	rnd	"cpn2,qty=5"						53h	99																																																																																						0
Coupon Reroll	1			100	16	203	434		6	rnd	"cpn2,qty=5"						54h	99																																																																																						0
Coupon Reroll	1			100	16	203	439		6	rnd	"cpn2,qty=5"						55h	99																																																																																						0
Coupon Reroll	1			100	16	203	444		6	rnd	"cpn2,qty=5"						56h	99																																																																																						0
Coupon Reroll	1			100	16	203	449		6	rnd	"cpn2,qty=5"						58h	99																																																																																						0
Coupon Reroll	1			100	16	203	454		6	rnd	"cpn2,qty=5"						09i	99																																																																																						0
Coupon Reroll	1			100	16	203	459		6	rnd	"cpn2,qty=5"						10i	99																																																																																						0
Coupon Reroll	1			100	16	203	464		6	rnd	"cpn2,qty=5"						08j	99																																																																																						0
Coupon Reroll	1			100	16	203	469		6	rnd	"cpn2,qty=5"						09j	99																																																																																						0
Coupon Reroll	1			100	16	203	472		6	rnd	"cpn2,qty=5"						23e	99																																																																																						0
Coupon Reroll	1			100	16	203	475		6	rnd	"cpn2,qty=5"						30e	99																																																																																						0
Coupon Reroll	1			100	16	203	478		6	rnd	"cpn2,qty=5"						39e	99																																																																																						0
Coupon Reroll	1			100	16	203	481		6	rnd	"cpn2,qty=5"						41e	99																																																																																						0
Coupon Reroll	1			100	16	203	484		6	rnd	"cpn2,qty=5"						43h	99																																																																																						0
Coupon Reroll	1			100	16	203	487		6	rnd	"cpn2,qty=5"						44h	99																																																																																						0
Coupon Reroll	1			100	16	203	490		6	rnd	"cpn2,qty=5"						48h	99																																																																																						0
Coupon Reroll	1			100	16	203	493		6	rnd	"cpn2,qty=5"						57h	99																																																																																						0
Coupon Reroll	1			100	16	203	496		6	rnd	"cpn2,qty=5"						59h	99																																																																																						0
Coupon Reroll	1			100	16	203	499		6	rnd	"cpn2,qty=5"						61h	99																																																																																						0
Coupon Reroll	1			100	16	203	502		6	rnd	"cpn2,qty=5"						11i	99																																																																																						0
Coupon Reroll	1			100	16	203	505		6	rnd	"cpn2,qty=5"						12i	99																																																																																						0
Coupon Reroll	1			100	16	203	507		6	rnd	"cpn2,qty=5"						60h	99																																																																																						0
Coupon Reroll	1			100	16	203	509		6	rnd	"cpn2,qty=5"						62k	99																																																																																						0
Coupon Reroll	1			100	16	203	510		6	rnd	"cpn2,qty=5"						40e	99																																																																																						0
Coupon Reroll	1			100	16	203	511		6	rnd	"cpn2,qty=5"						10j	99																																																																																						0
Coupon Reroll	1			100	16	203	3		4	rnd	"cpn2,qty=2"	cpn1					01d	99																																																																																						0
Coupon Reroll	1			100	16	203	7		4	rnd	"cpn2,qty=2"	cpn1					02d	99																																																																																						0
Coupon Reroll	1			100	16	203	11		4	rnd	"cpn2,qty=2"	cpn1					03d	99																																																																																						0
Coupon Reroll	1			100	16	203	15		4	rnd	"cpn2,qty=2"	cpn1					04d	99																																																																																						0
Coupon Reroll	1			100	16	203	19		4	rnd	"cpn2,qty=2"	cpn1					05d	99																																																																																						0
Coupon Reroll	1			100	16	203	23		4	rnd	"cpn2,qty=2"	cpn1					06d	99																																																																																						0
Coupon Reroll	1			100	16	203	27		4	rnd	"cpn2,qty=2"	cpn1					07d	99																																																																																						0
Coupon Reroll	1			100	16	203	31		4	rnd	"cpn2,qty=2"	cpn1					08d	99																																																																																						0
Coupon Reroll	1			100	16	203	35		4	rnd	"cpn2,qty=2"	cpn1					09d	99																																																																																						0
Coupon Reroll	1			100	16	203	39		4	rnd	"cpn2,qty=2"	cpn1					10d	99																																																																																						0
Coupon Reroll	1			100	16	203	43		4	rnd	"cpn2,qty=2"	cpn1					11d	99																																																																																						0
Coupon Reroll	1			100	16	203	47		4	rnd	"cpn2,qty=2"	cpn1					12d	99																																																																																						0
Coupon Reroll	1			100	16	203	51		4	rnd	"cpn2,qty=2"	cpn1					13d	99																																																																																						0
Coupon Reroll	1			100	16	203	55		4	rnd	"cpn2,qty=2"	cpn1					14d	99																																																																																						0
Coupon Reroll	1			100	16	203	59		4	rnd	"cpn2,qty=2"	cpn1					15d	99																																																																																						0
Coupon Reroll	1			100	16	203	63		4	rnd	"cpn2,qty=2"	cpn1					16d	99																																																																																						0
Coupon Reroll	1			100	16	203	67		4	rnd	"cpn2,qty=2"	cpn1					17d	99																																																																																						0
Coupon Reroll	1			100	16	203	71		4	rnd	"cpn2,qty=2"	cpn1					18d	99																																																																																						0
Coupon Reroll	1			100	16	203	75		4	rnd	"cpn2,qty=2"	cpn1					19d	99																																																																																						0
Coupon Reroll	1			100	16	203	79		4	rnd	"cpn2,qty=2"	cpn1					20d	99																																																																																						0
Coupon Reroll	1			100	16	203	83		4	rnd	"cpn2,qty=2"	cpn1					21d	99																																																																																						0
Coupon Reroll	1			100	16	203	87		4	rnd	"cpn2,qty=2"	cpn1					22d	99																																																																																						0
Coupon Reroll	1			100	16	203	91		4	rnd	"cpn2,qty=2"	cpn1					23d	99																																																																																						0
Coupon Reroll	1			100	16	203	95		4	rnd	"cpn2,qty=2"	cpn1					24d	99																																																																																						0
Coupon Reroll	1			100	16	203	99		4	rnd	"cpn2,qty=2"	cpn1					25d	99																																																																																						0
Coupon Reroll	1			100	16	203	103		4	rnd	"cpn2,qty=2"	cpn1					26d	99																																																																																						0
Coupon Reroll	1			100	16	203	107		4	rnd	"cpn2,qty=2"	cpn1					27d	99																																																																																						0
Coupon Reroll	1			100	16	203	111		4	rnd	"cpn2,qty=2"	cpn1					28d	99																																																																																						0
Coupon Reroll	1			100	16	203	115		4	rnd	"cpn2,qty=2"	cpn1					29d	99																																																																																						0
Coupon Reroll	1			100	16	203	119		4	rnd	"cpn2,qty=2"	cpn1					30d	99																																																																																						0
Coupon Reroll	1			100	16	203	123		4	rnd	"cpn2,qty=2"	cpn1					31d	99																																																																																						0
Coupon Reroll	1			100	16	203	127		4	rnd	"cpn2,qty=2"	cpn1					32d	99																																																																																						0
Coupon Reroll	1			100	16	203	131		4	rnd	"cpn2,qty=2"	cpn1					33d	99																																																																																						0
Coupon Reroll	1			100	16	203	135		4	rnd	"cpn2,qty=2"	cpn1					34d	99																																																																																						0
Coupon Reroll	1			100	16	203	139		4	rnd	"cpn2,qty=2"	cpn1					35d	99																																																																																						0
Coupon Reroll	1			100	16	203	143		4	rnd	"cpn2,qty=2"	cpn1					36d	99																																																																																						0
Coupon Reroll	1			100	16	203	147		4	rnd	"cpn2,qty=2"	cpn1					37d	99																																																																																						0
Coupon Reroll	1			100	16	203	151		4	rnd	"cpn2,qty=2"	cpn1					01g	99																																																																																						0
Coupon Reroll	1			100	16	203	155		4	rnd	"cpn2,qty=2"	cpn1					02g	99																																																																																						0
Coupon Reroll	1			100	16	203	159		4	rnd	"cpn2,qty=2"	cpn1					03g	99																																																																																						0
Coupon Reroll	1			100	16	203	163		4	rnd	"cpn2,qty=2"	cpn1					04g	99																																																																																						0
Coupon Reroll	1			100	16	203	167		4	rnd	"cpn2,qty=2"	cpn1					05g	99																																																																																						0
Coupon Reroll	1			100	16	203	171		4	rnd	"cpn2,qty=2"	cpn1					06g	99																																																																																						0
Coupon Reroll	1			100	16	203	175		4	rnd	"cpn2,qty=2"	cpn1					07g	99																																																																																						0
Coupon Reroll	1			100	16	203	179		4	rnd	"cpn2,qty=2"	cpn1					08g	99																																																																																						0
Coupon Reroll	1			100	16	203	183		4	rnd	"cpn2,qty=2"	cpn1					09g	99																																																																																						0
Coupon Reroll	1			100	16	203	187		4	rnd	"cpn2,qty=2"	cpn1					10g	99																																																																																						0
Coupon Reroll	1			100	16	203	191		4	rnd	"cpn2,qty=2"	cpn1					11g	99																																																																																						0
Coupon Reroll	1			100	16	203	195		4	rnd	"cpn2,qty=2"	cpn1					12g	99																																																																																						0
Coupon Reroll	1			100	16	203	199		4	rnd	"cpn2,qty=2"	cpn1					13g	99																																																																																						0
Coupon Reroll	1			100	16	203	203		4	rnd	"cpn2,qty=2"	cpn1					14g	99																																																																																						0
Coupon Reroll	1			100	16	203	207		4	rnd	"cpn2,qty=2"	cpn1					15g	99																																																																																						0
Coupon Reroll	1			100	16	203	211		4	rnd	"cpn2,qty=2"	cpn1					16g	99																																																																																						0
Coupon Reroll	1			100	16	203	215		4	rnd	"cpn2,qty=2"	cpn1					17g	99																																																																																						0
Coupon Reroll	1			100	16	203	219		4	rnd	"cpn2,qty=2"	cpn1					18g	99																																																																																						0
Coupon Reroll	1			100	16	203	223		4	rnd	"cpn2,qty=2"	cpn1					19g	99																																																																																						0
Coupon Reroll	1			100	16	203	227		4	rnd	"cpn2,qty=2"	cpn1					20g	99																																																																																						0
Coupon Reroll	1			100	16	203	231		4	rnd	"cpn2,qty=2"	cpn1					21g	99																																																																																						0
Coupon Reroll	1			100	16	203	235		4	rnd	"cpn2,qty=2"	cpn1					22g	99																																																																																						0
Coupon Reroll	1			100	16	203	239		4	rnd	"cpn2,qty=2"	cpn1					23g	99																																																																																						0
Coupon Reroll	1			100	16	203	243		4	rnd	"cpn2,qty=2"	cpn1					24g	99																																																																																						0
Coupon Reroll	1			100	16	203	247		4	rnd	"cpn2,qty=2"	cpn1					25g	99																																																																																						0
Coupon Reroll	1			100	16	203	251		4	rnd	"cpn2,qty=2"	cpn1					26g	99																																																																																						0
Coupon Reroll	1			100	16	203	255		4	rnd	"cpn2,qty=2"	cpn1					27g	99																																																																																						0
Coupon Reroll	1			100	16	203	259		4	rnd	"cpn2,qty=2"	cpn1					28g	99																																																																																						0
Coupon Reroll	1			100	16	203	263		4	rnd	"cpn2,qty=2"	cpn1					29g	99																																																																																						0
Coupon Reroll	1			100	16	203	267		4	rnd	"cpn2,qty=2"	cpn1					30g	99																																																																																						0
Coupon Reroll	1			100	16	203	271		4	rnd	"cpn2,qty=2"	cpn1					31g	99																																																																																						0
Coupon Reroll	1			100	16	203	275		4	rnd	"cpn2,qty=2"	cpn1					32g	99																																																																																						0
Coupon Reroll	1			100	16	203	279		4	rnd	"cpn2,qty=2"	cpn1					33g	99																																																																																						0
Coupon Reroll	1			100	16	203	283		4	rnd	"cpn2,qty=2"	cpn1					34g	99																																																																																						0
Coupon Reroll	1			100	16	203	287		4	rnd	"cpn2,qty=2"	cpn1					35g	99																																																																																						0
Coupon Reroll	1			100	16	203	291		4	rnd	"cpn2,qty=2"	cpn1					36g	99																																																																																						0
Coupon Reroll	1			100	16	203	295		4	rnd	"cpn2,qty=2"	cpn1					37g	99																																																																																						0
Coupon Reroll	1			100	16	203	299		4	rnd	"cpn2,qty=2"	cpn1					38g	99																																																																																						0
Coupon Reroll	1			100	16	203	303		4	rnd	"cpn2,qty=2"	cpn1					39g	99																																																																																						0
Coupon Reroll	1			100	16	203	307		4	rnd	"cpn2,qty=2"	cpn1					40g	99																																																																																						0
Coupon Reroll	1			100	16	203	311		4	rnd	"cpn2,qty=2"	cpn1					41g	99																																																																																						0
Coupon Reroll	1			100	16	203	315		4	rnd	"cpn2,qty=2"	cpn1					42g	99																																																																																						0
Coupon Reroll	1			100	16	203	319		4	rnd	"cpn2,qty=2"	cpn1					43g	99																																																																																						0
Coupon Reroll	1			100	16	203	323		4	rnd	"cpn2,qty=2"	cpn1					44g	99																																																																																						0
Coupon Reroll	1			100	16	203	327		4	rnd	"cpn2,qty=2"	cpn1					45g	99																																																																																						0
Coupon Reroll	1			100	16	203	331		4	rnd	"cpn2,qty=2"	cpn1					46g	99																																																																																						0
Coupon Reroll	1			100	16	203	335		4	rnd	"cpn2,qty=2"	cpn1					47g	99																																																																																						0
Coupon Reroll	1			100	16	203	339		4	rnd	"cpn2,qty=2"	cpn1					48g	99																																																																																						0
Coupon Reroll	1			100	16	203	343		4	rnd	"cpn2,qty=2"	cpn1					49g	99																																																																																						0
Coupon Reroll	1			100	16	203	347		4	rnd	"cpn2,qty=2"	cpn1					50g	99																																																																																						0
Coupon Reroll	1			100	16	203	351		4	rnd	"cpn2,qty=2"	cpn1					51g	99																																																																																						0
Coupon Reroll	1			100	16	203	355		4	rnd	"cpn2,qty=2"	cpn1					52g	99																																																																																						0
Coupon Reroll	1			100	16	203	359		4	rnd	"cpn2,qty=2"	cpn1					53g	99																																																																																						0
Coupon Reroll	1			100	16	203	363		4	rnd	"cpn2,qty=2"	cpn1					54g	99																																																																																						0
Coupon Reroll	1			100	16	203	367		4	rnd	"cpn2,qty=2"	cpn1					55g	99																																																																																						0
Coupon Reroll	1			100	16	203	371		4	rnd	"cpn2,qty=2"	cpn1					56g	99																																																																																						0
Coupon Reroll	1			100	16	203	375		4	rnd	"cpn2,qty=2"	cpn1					57g	99																																																																																						0
Coupon Reroll	1			100	16	203	379		4	rnd	"cpn2,qty=2"	cpn1					58g	99																																																																																						0
Coupon Reroll	1			100	16	203	383		4	rnd	"cpn2,qty=2"	cpn1					59g	99																																																																																						0
Coupon Reroll	1			100	16	203	387		4	rnd	"cpn2,qty=2"	cpn1					04i	99																																																																																						0
Coupon Reroll	1			100	16	203	391		4	rnd	"cpn2,qty=2"	cpn1					05i	99																																																																																						0
Coupon Reroll	1			100	16	203	395		4	rnd	"cpn2,qty=2"	cpn1					06i	99																																																																																						0
Coupon Reroll	1			100	16	203	399		4	rnd	"cpn2,qty=2"	cpn1					04j	99																																																																																						0
Coupon Reroll	1			100	16	203	403		4	rnd	"cpn2,qty=2"	cpn1					05j	99																																																																																						0
Coupon Reroll	1			100	16	203	406		4	rnd	"cpn2,qty=2"	cpn1					38d	99																																																																																						0
Coupon Reroll	1			100	16	203	409		4	rnd	"cpn2,qty=2"	cpn1					39d	99																																																																																						0
Coupon Reroll	1			100	16	203	412		4	rnd	"cpn2,qty=2"	cpn1					40d	99																																																																																						0
Coupon Reroll	1			100	16	203	415		4	rnd	"cpn2,qty=2"	cpn1					41d	99																																																																																						0
Coupon Reroll	1			100	16	203	418		4	rnd	"cpn2,qty=2"	cpn1					42d	99																																																																																						0
Coupon Reroll	1			100	16	203	421		4	rnd	"cpn2,qty=2"	cpn1					43d	99																																																																																						0
Coupon Reroll	1			100	16	203	424		4	rnd	"cpn2,qty=2"	cpn1					44d	99																																																																																						0
Coupon Reroll	1			100	16	203	427		4	rnd	"cpn2,qty=2"	cpn1					45d	99																																																																																						0
Coupon Reroll	1			100	16	203	430		4	rnd	"cpn2,qty=2"	cpn1					46d	99																																																																																						0
Coupon Reroll	1			100	16	203	433		4	rnd	"cpn2,qty=2"	cpn1					47d	99																																																																																						0
Coupon Reroll	1			100	16	203	436		4	rnd	"cpn2,qty=2"	cpn1					48d	99																																																																																						0
Coupon Reroll	1			100	16	203	439		4	rnd	"cpn2,qty=2"	cpn1					49d	99																																																																																						0
Coupon Reroll	1			100	16	203	442		4	rnd	"cpn2,qty=2"	cpn1					50d	99																																																																																						0
Coupon Reroll	1			100	16	203	445		4	rnd	"cpn2,qty=2"	cpn1					60g	99																																																																																						0
Coupon Reroll	1			100	16	203	448		4	rnd	"cpn2,qty=2"	cpn1					61g	99																																																																																						0
Coupon Reroll	1			100	16	203	451		4	rnd	"cpn2,qty=2"	cpn1					62g	99																																																																																						0
Coupon Reroll	1			100	16	203	454		4	rnd	"cpn2,qty=2"	cpn1					63g	99																																																																																						0
Coupon Reroll	1			100	16	203	457		4	rnd	"cpn2,qty=2"	cpn1					64g	99																																																																																						0
Coupon Reroll	1			100	16	203	460		4	rnd	"cpn2,qty=2"	cpn1					65g	99																																																																																						0
Coupon Reroll	1			100	16	203	463		4	rnd	"cpn2,qty=2"	cpn1					66g	99																																																																																						0
Coupon Reroll	1			100	16	203	466		4	rnd	"cpn2,qty=2"	cpn1					67g	99																																																																																						0
Coupon Reroll	1			100	16	203	469		4	rnd	"cpn2,qty=2"	cpn1					68g	99																																																																																						0
Coupon Reroll	1			100	16	203	472		4	rnd	"cpn2,qty=2"	cpn1					69g	99																																																																																						0
Coupon Reroll	1			100	16	203	475		4	rnd	"cpn2,qty=2"	cpn1					70g	99																																																																																						0
Coupon Reroll	1			100	16	203	478		4	rnd	"cpn2,qty=2"	cpn1					71g	99																																																																																						0
Coupon Reroll	1			100	16	203	481		4	rnd	"cpn2,qty=2"	cpn1					72g	99																																																																																						0
Coupon Reroll	1			100	16	203	484		4	rnd	"cpn2,qty=2"	cpn1					73g	99																																																																																						0
Coupon Reroll	1			100	16	203	487		4	rnd	"cpn2,qty=2"	cpn1					74g	99																																																																																						0
Coupon Reroll	1			100	16	203	490		4	rnd	"cpn2,qty=2"	cpn1					75g	99																																																																																						0
Coupon Reroll	1			100	16	203	493		4	rnd	"cpn2,qty=2"	cpn1					76g	99																																																																																						0
Coupon Reroll	1			100	16	203	496		4	rnd	"cpn2,qty=2"	cpn1					77g	99																																																																																						0
Coupon Reroll	1			100	16	203	499		4	rnd	"cpn2,qty=2"	cpn1					78g	99																																																																																						0
Coupon Reroll	1			100	16	203	502		4	rnd	"cpn2,qty=2"	cpn1					07i	99																																																																																						0
Coupon Reroll	1			100	16	203	505		4	rnd	"cpn2,qty=2"	cpn1					08i	99																																																																																						0
Coupon Reroll	1			100	16	203	508		4	rnd	"cpn2,qty=2"	cpn1					06j	99																																																																																						0
Coupon Reroll	1			100	16	203	511		4	rnd	"cpn2,qty=2"	cpn1					07j	99																																																																																						0
Coupon Reroll	1			100	16	203	4		4	rnd	"cpn3,qty=2"	cpn2					01e	99																																																																																						0
Coupon Reroll	1			100	16	203	9		4	rnd	"cpn3,qty=2"	cpn2					02e	99																																																																																						0
Coupon Reroll	1			100	16	203	14		4	rnd	"cpn3,qty=2"	cpn2					03e	99																																																																																						0
Coupon Reroll	1			100	16	203	19		4	rnd	"cpn3,qty=2"	cpn2					04e	99																																																																																						0
Coupon Reroll	1			100	16	203	24		4	rnd	"cpn3,qty=2"	cpn2					05e	99																																																																																						0
Coupon Reroll	1			100	16	203	29		4	rnd	"cpn3,qty=2"	cpn2					06e	99																																																																																						0
Coupon Reroll	1			100	16	203	34		4	rnd	"cpn3,qty=2"	cpn2					07e	99																																																																																						0
Coupon Reroll	1			100	16	203	39		4	rnd	"cpn3,qty=2"	cpn2					08e	99																																																																																						0
Coupon Reroll	1			100	16	203	44		4	rnd	"cpn3,qty=2"	cpn2					09e	99																																																																																						0
Coupon Reroll	1			100	16	203	49		4	rnd	"cpn3,qty=2"	cpn2					10e	99																																																																																						0
Coupon Reroll	1			100	16	203	54		4	rnd	"cpn3,qty=2"	cpn2					11e	99																																																																																						0
Coupon Reroll	1			100	16	203	59		4	rnd	"cpn3,qty=2"	cpn2					12e	99																																																																																						0
Coupon Reroll	1			100	16	203	64		4	rnd	"cpn3,qty=2"	cpn2					13e	99																																																																																						0
Coupon Reroll	1			100	16	203	69		4	rnd	"cpn3,qty=2"	cpn2					14e	99																																																																																						0
Coupon Reroll	1			100	16	203	74		4	rnd	"cpn3,qty=2"	cpn2					15e	99																																																																																						0
Coupon Reroll	1			100	16	203	79		4	rnd	"cpn3,qty=2"	cpn2					16e	99																																																																																						0
Coupon Reroll	1			100	16	203	84		4	rnd	"cpn3,qty=2"	cpn2					17e	99																																																																																						0
Coupon Reroll	1			100	16	203	89		4	rnd	"cpn3,qty=2"	cpn2					18e	99																																																																																						0
Coupon Reroll	1			100	16	203	94		4	rnd	"cpn3,qty=2"	cpn2					19e	99																																																																																						0
