Hireling	*SubType	Version	Id	Class	Act	Difficulty	Level	Seller	NameFirst	NameLast	Gold	Exp/Lvl	HP	HP/Lvl	Defense	Def/Lvl	Str	Str/Lvl	Dex	Dex/Lvl	AR	AR/Lvl	Dmg-Min	Dmg-Max	Dmg/Lvl	ResistFire	ResistFire/Lvl	ResistCold	ResistCold/Lvl	ResistLightning	ResistLightning/Lvl	ResistPoison	ResistPoison/Lvl	HireDesc	DefaultChance	Skill1	Mode1	Chance1	ChancePerLvl1	Level1	LvlPerLvl1	Skill2	Mode2	Chance2	ChancePerLvl2	Level2	LvlPerLvl2	Skill3	Mode3	Chance3	ChancePerLvl3	Level3	LvlPerLvl3	Skill4	Mode4	Chance4	ChancePerLvl4	Level4	LvlPerLvl4	Skill5	Mode5	Chance5	ChancePerLvl5	Level5	LvlPerLvl5	Skill6	Mode6	Chance6	ChancePerLvl6	Level6	LvlPerLvl6	HiringMaxLevelDifference	resurrectcostmultiplier	resurrectcostdivisor	resurrectcostmax	equivalentcharclass
Eastern Sorceror	Cold-Nightmare	0	19	359	3	2	85	252	merca222	merca241	12000	65	1788	50	1320	22	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	cold	10	Resist Cold	1	10	0	14	6	Frost Nova	7	60	0	24	12	Hurricane	7	10	0	25	15	Frozen Orb	7	20	0	25	10	Blizzard	7	50	0	40	14	Glacial Spike	7	50	0	24	8	5	15	2	50000	
Eastern Sorceror	Ltng-Nightmare	0	20	359	3	2	55	252	merca222	merca241	10000	65	780	34	720	20	102	14	100	16	480	24	28	33	8	105	6	105	6	105	6	105	6	ltng	10	Resist Lightning	1	10	0	9	6	Hydra	7	30	0	19	14	Thunder Storm Sorc	7	10	0	15	15	Time Stop	7	20	0	15	10	Static Field	7	40	0	13	8	Chain Lightning	7	90	0	21	12	5	15	2	50000	
Eastern Sorceror	Ltng-Nightmare	0	20	359	3	2	85	252	merca222	merca241	10000	65	1788	50	1320	22	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	ltng	10	Resist Lightning	1	10	0	14	6	Hydra	7	30	0	32	14	Thunder Storm Sorc	7	10	0	25	15	Time Stop	7	20	0	25	10	Static Field	7	50	0	20	8	Chain Lightning	7	60	0	32	12	5	15	2	50000	
Eastern Sorceror	Fire-Hell	0	21	359	3	3	85	252	merca222	merca241	21000	65	1788	50	1320	22	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	fire	10	Resist Fire	1	10	0	14	6	SEruption	7	50	0	28	12	Nova	7	50	0	35	20	Volcano	7	30	0	35	15	Firestorm	7	30	0	28	12	Fire Ball	7	50	0	32	12	5	15	2	50000	
Eastern Sorceror	Cold-Hell	0	22	359	3	3	85	252	merca222	merca241	27000	65	1788	50	1320	22	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	cold	10	Resist Cold	1	10	0	14	6	Frost Nova	7	60	0	24	12	Hurricane	7	10	0	35	20	Frozen Orb	7	30	0	35	15	Blizzard	7	50	0	40	14	Glacial Spike	7	50	0	24	8	5	15	2	50000	
Eastern Sorceror	Ltng-Hell	0	23	359	3	3	85	252	merca222	merca241	21000	65	1788	50	1320	22	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	ltng	10	Resist Lightning	1	10	0	14	6	Hydra	7	30	0	32	14	Thunder Storm Sorc	7	10	0	35	20	Time Stop	7	30	0	35	15	Static Field	7	50	0	20	8	Chain Lightning	7	60	0	32	12	5	15	2	50000	
Eastern Sorceror	Fire-Normal	100	15	359	3	1	25	252	merca222	merca241	1000	65	276	17	180	18	50	14	40	16	120	12	6	11	6	45	8	45	8	45	8	45	8	fire	10	Resist Fire	1	10	0	4	6	SEruption	7	40	0	6	12	Nova	7	50	0	5	8	Volcano	7	15	0	5	5	Firestorm	7	70	0	6	12	Fire Ball	7	120	0	10	12	5	15	2	50000	
Eastern Sorceror	Fire-Normal	100	15	359	3	1	55	252	merca222	merca241	1000	65	780	34	720	20	102	14	100	16	480	24	28	33	8	105	6	105	6	105	6	105	6	fire	10	Resist Fire	1	10	0	9	6	SEruption	7	40	0	17	12	Nova	7	50	0	15	8	Volcano	7	15	0	15	5	Firestorm	7	30	0	17	12	Fire Ball	7	80	0	21	12	5	15	2	50000	
Eastern Sorceror	Fire-Normal	100	15	359	3	1	85	252	merca222	merca241	1000	65	1788	50	1320	22	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	fire	10	Resist Fire	1	10	0	14	6	SEruption	7	50	0	28	12	Nova	7	50	0	25	8	Volcano	7	15	0	25	5	Firestorm	7	30	0	28	12	Fire Ball	7	50	0	32	12	5	15	2	50000	
Eastern Sorceror	Cold-Normal	100	16	359	3	1	25	252	merca222	merca241	1500	65	276	17	180	18	50	14	40	16	120	12	6	11	6	45	8	45	8	45	8	45	8	cold	10	Resist Cold	1	10	0	4	6	Frost Nova	7	30	0	2	12	Hurricane	7	10	0	5	8	Frozen Orb	7	15	0	5	5	Blizzard	7	100	0	14	14	Glacial Spike	7	100	0	10	8	5	15	2	50000	
Eastern Sorceror	Cold-Normal	100	16	359	3	1	55	252	merca222	merca241	1500	65	780	34	720	20	102	14	100	16	480	24	28	33	8	105	6	105	6	105	6	105	6	cold	10	Resist Cold	1	10	0	9	6	Frost Nova	7	35	0	13	12	Hurricane	7	10	0	15	8	Frozen Orb	7	15	0	15	5	Blizzard	7	75	0	27	14	Glacial Spike	7	75	0	17	8	5	15	2	50000	
Eastern Sorceror	Cold-Normal	100	16	359	3	1	85	252	merca222	merca241	1500	65	1788	50	1320	22	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	cold	10	Resist Cold	1	10	0	14	6	Frost Nova	7	60	0	24	12	Hurricane	7	10	0	25	8	Frozen Orb	7	15	0	25	5	Blizzard	7	50	0	40	14	Glacial Spike	7	50	0	24	8	5	15	2	50000	
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	25	252	merca222	merca241	1000	65	276	17	180	18	50	14	40	16	120	12	6	11	6	45	8	45	8	45	8	45	8	ltng	10	Resist Lightning	1	10	0	4	6	Hydra	7	30	0	6	14	Thunder Storm Sorc	7	10	0	5	8	Time Stop	7	15	0	5	5	Static Field	7	30	0	6	8	Lightning	7	200	0	13	14	5	15	2	50000	
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	55	252	merca222	merca241	1000	65	780	34	720	20	102	14	100	16	480	24	28	33	8	105	6	105	6	105	6	105	6	ltng	10	Resist Lightning	1	10	0	9	6	Hydra	7	30	0	19	14	Thunder Storm Sorc	7	10	0	15	8	Time Stop	7	15	0	15	5	Static Field	7	40	0	13	8	Chain Lightning	7	90	0	21	12	5	15	2	50000	
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	85	252	merca222	merca241	1000	65	1788	50	1320	22	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	ltng	10	Resist Lightning	1	10	0	14	6	Hydra	7	30	0	32	14	Thunder Storm Sorc	7	10	0	25	8	Time Stop	7	15	0	25	5	Static Field	7	50	0	20	8	Chain Lightning	7	60	0	32	12	5	15	2	50000	
Eastern Sorceror	Fire-Nightmare	100	18	359	3	2	55	252	merca222	merca241	9500	65	780	34	720	20	102	14	100	16	480	24	28	33	8	105	6	105	6	105	6	105	6	fire	10	Resist Fire	1	10	0	9	6	SEruption	7	40	0	17	12	Nova	7	50	0	15	15	Volcano	7	20	0	15	10	Firestorm	7	30	0	17	12	Fire Ball	7	80	0	21	12	1	15	2	50000	
Eastern Sorceror	Fire-Nightmare	100	18	359	3	2	85	252	merca222	merca241	9500	65	1788	50	1320	22	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	fire	10	Resist Fire	1	10	0	14	6	SEruption	7	50	0	28	12	Nova	7	50	0	25	15	Volcano	7	20	0	25	10	Firestorm	7	30	0	28	12	Fire Ball	7	50	0	32	12	1	15	2	50000	
Eastern Sorceror	Cold-Nightmare	100	19	359	3	2	55	252	merca222	merca241	12000	65	780	34	720	20	102	14	100	16	480	24	28	33	8	105	6	105	6	105	6	105	6	cold	10	Resist Cold	1	10	0	9	6	Frost Nova	7	35	0	13	12	Hurricane	7	10	0	15	15	Frozen Orb	7	20	0	15	10	Blizzard	7	75	0	27	14	Glacial Spike	7	75	0	17	8	1	15	2	50000	
Eastern Sorceror	Cold-Nightmare	100	19	359	3	2	85	252	merca222	merca241	12000	65	1788	50	1320	22	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	cold	10	Resist Cold	1	10	0	14	6	Frost Nova	7	60	0	24	12	Hurricane	7	10	0	25	15	Frozen Orb	7	20	0	25	10	Blizzard	7	50	0	40	14	Glacial Spike	7	50	0	24	8	1	15	2	50000	
Eastern Sorceror	Ltng-Nightmare	100	20	359	3	2	55	252	merca222	merca241	10000	65	780	34	720	20	102	14	100	16	480	24	28	33	8	105	6	105	6	105	6	105	6	ltng	10	Resist Lightning	1	10	0	9	6	Hydra	7	30	0	19	14	Thunder Storm Sorc	7	10	0	15	15	Time Stop	7	20	0	15	10	Static Field	7	40	0	13	8	Chain Lightning	7	90	0	21	12	1	15	2	50000	
Eastern Sorceror	Ltng-Nightmare	100	20	359	3	2	85	252	merca222	merca241	10000	65	1788	50	1320	22	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	ltng	10	Resist Lightning	1	10	0	14	6	Hydra	7	30	0	32	14	Thunder Storm Sorc	7	10	0	25	15	Time Stop	7	20	0	25	10	Static Field	7	50	0	20	8	Chain Lightning	7	60	0	32	12	1	15	2	50000	
Eastern Sorceror	Fire-Hell	100	21	359	3	3	85	252	merca222	merca241	21000	65	1788	50	1320	22	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	fire	10	Resist Fire	1	10	0	14	6	SEruption	7	50	0	28	12	Nova	7	50	0	35	20	Volcano	7	30	0	35	15	Firestorm	7	30	0	28	12	Fire Ball	7	50	0	32	12	1	15	2	50000	
Eastern Sorceror	Cold-Hell	100	22	359	3	3	85	252	merca222	merca241	27000	65	1788	50	1320	22	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	cold	10	Resist Cold	1	10	0	14	6	Frost Nova	7	60	0	24	12	Hurricane	7	10	0	35	20	Frozen Orb	7	30	0	35	15	Blizzard	7	50	0	40	14	Glacial Spike	7	50	0	24	8	1	15	2	50000	
Eastern Sorceror	Ltng-Hell	100	23	359	3	3	85	252	merca222	merca241	21000	65	1788	50	1320	22	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	ltng	10	Resist Lightning	1	10	0	14	6	Hydra	7	30	0	32	14	Thunder Storm Sorc	7	10	0	35	20	Time Stop	7	30	0	35	15	Static Field	7	50	0	20	8	Chain Lightning	7	60	0	32	12	1	15	2	50000	
Barbarian	1hs-Normal	0	24	561	5	1	30	515	MercX101	MercX167	9000	65	312	22	230	26	88	18	62	12	175	15	10	18	8	77	6	77	6	77	6	77	6	def	140	Shout	4	20	0	1	6	Battle Command	4	20	0	1	6	Battle Orders	4	20	0	1	6	Stun	5	25	0	8	14	Concentrate	5	25	0	4	10							1	15	2	50000	bar
Barbarian	1hs-Normal	0	24	561	5	1	65	515	MercX101	MercX167	9000	65	1068	43	1140	28	167	18	115	12	700	30	45	53	10	130	5	130	5	130	5	130	5	def	105	Shout	4	15	0	7	6	Battle Command	4	15	0	7	6	Battle Orders	4	15	0	7	6	Stun	5	50	0	21	14	Concentrate	5	50	0	13	10							1	15	2	50000	bar
Barbarian	1hs-Normal	0	24	561	5	1	85	515	MercX101	MercX167	9000	65	1932	65	1700	30	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	def	70	Shout	4	10	0	10	6	Battle Command	4	10	0	10	6	Battle Orders	4	10	0	10	6	Stun	5	75	0	29	14	Concentrate	5	75	0	19	10							1	15	2	50000	bar
Barbarian	1hs-Normal	0	25	561	5	1	30	515	MercX101	MercX167	9000	65	312	22	230	26	88	18	62	12	175	15	10	18	8	77	6	77	6	77	6	77	6	off	130	War Cry	4	25	0	8	8	Battle Command	4	20	0	1	6	Elemental Mastery	4	25	0	8	8	Bash	5	25	0	8	14	Concentrate	5	25	0	4	10							1	15	2	50000	bar
Barbarian	1hs-Normal	0	25	561	5	1	65	515	MercX101	MercX167	9000	65	1068	43	1140	28	167	18	115	12	700	30	45	53	10	130	5	130	5	130	5	130	5	off	80	War Cry	4	25	0	15	8	Battle Command	4	15	0	7	6	Elemental Mastery	4	25	0	15	8	Bash	5	50	0	21	14	Concentrate	5	50	0	13	10							1	15	2	50000	bar
Barbarian	1hs-Normal	0	25	561	5	1	85	515	MercX101	MercX167	9000	65	1932	65	1700	30	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	off	30	War Cry	4	25	0	20	8	Battle Command	4	10	0	10	6	Elemental Mastery	4	25	0	20	8	Bash	5	75	0	29	14	Concentrate	5	75	0	19	10							1	15	2	50000	bar
Barbarian	1hs-Nightmare	0	26	561	5	2	65	515	MercX101	MercX167	18000	65	1068	43	1140	28	167	18	115	12	700	30	45	53	10	130	5	130	5	130	5	130	5	def	105	Shout	4	15	0	7	6	Battle Command	4	15	0	7	6	Battle Orders	4	15	0	7	6	Stun	5	50	0	21	14	Concentrate	5	50	0	13	10							1	15	2	50000	bar
Barbarian	1hs-Nightmare	0	26	561	5	2	85	515	MercX101	MercX167	18000	65	1932	65	1700	30	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	def	70	Shout	4	10	0	10	6	Battle Command	4	10	0	10	6	Battle Orders	4	10	0	10	6	Stun	5	75	0	29	14	Concentrate	5	75	0	19	10							1	15	2	50000	bar
Barbarian	1hs-Nightmare	0	27	561	5	2	65	515	MercX101	MercX167	18000	65	1068	43	1140	28	167	18	115	12	700	30	45	53	10	130	5	130	5	130	5	130	5	off	80	War Cry	4	25	0	15	8	Battle Command	4	15	0	7	6	Elemental Mastery	4	25	0	15	8	Bash	5	50	0	21	14	Concentrate	5	50	0	13	10							1	15	2	50000	bar
Barbarian	1hs-Nightmare	0	27	561	5	2	85	515	MercX101	MercX167	18000	65	1932	65	1700	30	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	off	30	War Cry	4	25	0	20	8	Battle Command	4	10	0	10	6	Elemental Mastery	4	25	0	20	8	Bash	5	75	0	29	14	Concentrate	5	75	0	19	10							5	15	2	50000	bar
Barbarian	1hs-Hell	0	28	561	5	3	85	515	MercX101	MercX167	32000	65	1932	65	1700	30	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	def	70	Shout	4	10	0	10	6	Battle Command	4	10	0	10	6	Battle Orders	4	10	0	10	6	Stun	5	75	0	29	14	Concentrate	5	75	0	19	10							5	15	2	50000	bar
Barbarian	1hs-Hell	0	29	561	5	3	85	515	MercX101	MercX167	32000	65	1932	65	1700	30	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	off	30	War Cry	4	25	0	20	8	Battle Command	4	10	0	10	6	Elemental Mastery	4	25	0	20	8	Bash	5	75	0	29	14	Concentrate	5	75	0	19	10							5	15	2	50000	bar
Barbarian	1hs-Normal	100	24	561	5	1	30	515	MercX101	MercX167	9000	65	312	22	230	26	88	18	62	12	175	15	10	18	8	77	6	77	6	77	6	77	6	def	140	Shout	4	20	0	1	6	Battle Command	4	20	0	1	6	Battle Orders	4	20	0	1	6	Stun	5	25	0	8	14	Concentrate	5	25	0	4	10							5	15	2	50000	bar
Barbarian	1hs-Normal	100	24	561	5	1	65	515	MercX101	MercX167	9000	65	1068	43	1140	28	167	18	115	12	700	30	45	53	10	130	5	130	5	130	5	130	5	def	105	Shout	4	15	0	7	6	Battle Command	4	15	0	7	6	Battle Orders	4	15	0	7	6	Stun	5	50	0	21	14	Concentrate	5	50	0	13	10							5	15	2	50000	bar
Barbarian	1hs-Normal	100	24	561	5	1	85	515	MercX101	MercX167	9000	65	1932	65	1700	30	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	def	70	Shout	4	10	0	10	6	Battle Command	4	10	0	10	6	Battle Orders	4	10	0	10	6	Stun	5	75	0	29	14	Concentrate	5	75	0	19	10							5	15	2	50000	bar
Barbarian	1hs-Normal	100	25	561	5	1	30	515	MercX101	MercX167	9000	65	312	22	230	26	88	18	62	12	175	15	10	18	8	77	6	77	6	77	6	77	6	off	130	War Cry	4	25	0	8	8	Battle Command	4	20	0	1	6	Elemental Mastery	4	25	0	8	8	Bash	5	25	0	8	14	Concentrate	5	25	0	4	10							5	15	2	50000	bar
Barbarian	1hs-Normal	100	25	561	5	1	65	515	MercX101	MercX167	9000	65	1068	43	1140	28	167	18	115	12	700	30	45	53	10	130	5	130	5	130	5	130	5	off	80	War Cry	4	25	0	15	8	Battle Command	4	15	0	7	6	Elemental Mastery	4	25	0	15	8	Bash	5	50	0	21	14	Concentrate	5	50	0	13	10							5	15	2	50000	bar
Barbarian	1hs-Normal	100	25	561	5	1	85	515	MercX101	MercX167	9000	65	1932	65	1700	30	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	off	30	War Cry	4	25	0	20	8	Battle Command	4	10	0	10	6	Elemental Mastery	4	25	0	20	8	Bash	5	75	0	29	14	Concentrate	5	75	0	19	10							5	15	2	50000	bar
Barbarian	1hs-Nightmare	100	26	561	5	2	65	515	MercX101	MercX167	18000	65	1068	43	1140	28	167	18	115	12	700	30	45	53	10	130	5	130	5	130	5	130	5	def	105	Shout	4	15	0	7	6	Battle Command	4	15	0	7	6	Battle Orders	4	15	0	7	6	Stun	5	50	0	21	14	Concentrate	5	50	0	13	10							5	15	2	50000	bar
Barbarian	1hs-Nightmare	100	26	561	5	2	85	515	MercX101	MercX167	18000	65	1932	65	1700	30	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	def	70	Shout	4	10	0	10	6	Battle Command	4	10	0	10	6	Battle Orders	4	10	0	10	6	Stun	5	75	0	29	14	Concentrate	5	75	0	19	10							5	15	2	50000	bar
Barbarian	1hs-Nightmare	100	27	561	5	2	65	515	MercX101	MercX167	18000	65	1068	43	1140	28	167	18	115	12	700	30	45	53	10	130	5	130	5	130	5	130	5	off	80	War Cry	4	25	0	15	8	Battle Command	4	15	0	7	6	Elemental Mastery	4	25	0	15	8	Bash	5	50	0	21	14	Concentrate	5	50	0	13	10							5	15	2	50000	bar
Barbarian	1hs-Nightmare	100	27	561	5	2	85	515	MercX101	MercX167	18000	65	1932	65	1700	30	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	off	30	War Cry	4	25	0	20	8	Battle Command	4	10	0	10	6	Elemental Mastery	4	25	0	20	8	Bash	5	75	0	29	14	Concentrate	5	75	0	19	10							1	15	2	50000	bar
Barbarian	1hs-Hell	100	28	561	5	3	85	515	MercX101	MercX167	32000	65	1932	65	1700	30	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	def	70	Shout	4	10	0	10	6	Battle Command	4	10	0	10	6	Battle Orders	4	10	0	10	6	Stun	5	75	0	29	14	Concentrate	5	75	0	19	10							1	15	2	50000	bar
Barbarian	1hs-Hell	100	29	561	5	3	85	515	MercX101	MercX167	32000	65	1932	65	1700	30	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	off	30	War Cry	4	25	0	20	8	Battle Command	4	10	0	10	6	Elemental Mastery	4	25	0	20	8	Bash	5	75	0	29	14	Concentrate	5	75	0	19	10							1	15	2	50000	bar
