Missile	Id	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Pierce	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	EOL
grimwardmediumstart	252	1	29	1	26																												0	duration (0=skill)																							8				0	0	0	0	0	0	GrimWardMediumStart	1024	8	16											1						1			1		1						1											8																																					4	1										grimwardmedium							grimwardmedium				0
grimwardmedium	253	1	29	14	27				6	repeat frame	30	skill func																					-1	no duration																							200				0	0	0	0	0	1	GrimWardMedium	1024	1	16											1						1			1		1	1			1													8																																					4	1																	grimwardmediumstop				0
grimwardmediumstop	254	11		1																																																					9				0	0	0	0	0	0	GrimWardMediumStop	1024	9	16											1						1			1		1	1			1													8																																					4	1																					0
grimwardlargestart	255	1	29	1	26																												0	duration (0=skill)																							8				0	0	0	0	0	0	GrimWardLargeStart	1024	8	16											1						1			1		1						1											8																																					4	1										grimwardlarge							grimwardlarge				0
grimwardlarge	256	1	29	14	27				6	repeat frame	30	skill func																																													200	25			0	0	0	0	0	1	GrimWardLarge	1024	1	16											1						1			1		1	1			1													8																																					4	1																	grimwardlargestop				0
grimwardlargestop	257	11		1																																																					9				0	0	0	0	0	0	GrimWardLargeStop	1024	9	16											1						1			1		1	1			1													8																																					4	1																					0
zakarumlight	258	1		1																																																					12		3		255	255	255	0	0	1	LightningStrike	1024	8	16		1		7													1			1								1					1						8																																				64	32			monster_lightning_1																			0
grimwardscare	259	1		1	28																																																2	2			24	12			0	0	0	0	0	0	null	1024	2	16					3			1		1		1	6				2											1					1																																											1																						0
frozenorb	260	19	30	15	29				1	frequency	19	direction increment									1	frequency	19	direction increment									4	increment							4	increment											20	20			20		6		81	81	255	1	0	1	IceOrb	1024	16	16					3			1		1							1					1						1	1	1			1				4		8																																					1								frozenorbbolt			frozenorbnova				frozenorbbolt			frozenorbnova				0
frozenorbbolt	261	1		1																																																	18	18			25		4		81	81	255	0	0	1	IceBolt	1024	6	16					3	1		1		1							1									1		1	1	1			1			Frozen Orb	4		8																																					16			sorceress_glacialspike_1																			0
frozenorbnova	262	20		16					6	frames	2	frequency									6	frames	2	frequency																													24	24			25		4		81	81	255	0	0	1	FrostNova	1024	14	16					3	1		1		1							1											1	1	1			1			Frozen Orb	4		8																																					16																						0
frozenorbexplode	263	1		1																																																					16		6		81	81	255	0	0	0	IceOrbExplode	1024	16	16																							1			1							1						8																																					1																						0
chillingarmorbolt	264	1		1																																																	18	18			25		4		81	81	255	0	0	1	GlacialSpike	1024	6	16					3	1		1		1							1											1	1	1			1			Chilling Armor	4		8																																					16			sorceress_icebolt_1	impact_cold_1																		0
fireexplosion2	265	1		1																																																					12				0	0	0	0	0	0	FireArrowExplode2	1024	12	16	5					1		1									1						1			1				1			1				4		8																																					1																						0
blowgun	266	1		1																																																	20	20			90				255	255	255	1	0	1	Blowdart	1024	8	16					3	1		1		1							1				1							1	1	1				1			4		8		128																																		10	16																						0
chainlightning2	267	8	16	1	12																3	Subloops											10	range (0 = skill)							10	range (0 = skill)											30	30			25		4		255	255	255	0	0	1	LightningStrike	1024	8	16					3			1		1		1	4				2											1	1	1		1	1			Chain Lightning	4																																						64	32			monster_lightning_1			lightning									lightninghit							0
revivesmall	268	1																																																							25		5		255	178	64	0	0	0	Revive	1024	25	16																												1					1						8																																					1																						0
revivemedium	269	1																																																							25		5		255	178	64	0	0	0	Revive	1024	25	16																												1					1						8																																					1																						0
revivelarge	270	1																																																							25		5		255	178	64	0	0	0	Revive	1024	25	16																												1					1						8																																					1																						0
monglacialspike	271	1	14	1	13																												0	damage radius (0 = skill)	0	freeze length (0 = skill)																	18	18			40		5		81	81	255	1	0	1	GlacialSpike	1024	6	16					3	1		1		1							1											1	1	1			1				5		8																		frze	2	2	2	2	2	2	4	2	2	2	2	2							16			monster_icebolt_1	sorceress_iceblast_impact_1														freezingarrowexp1	freezingarrowexp2			0
icebreaksmall	272	1	31																																																						30				255	255	255	0	0	0	IceBreakSmall	1024	15	16																						1						1					1						8																																					4			impact_shatter_1																			0
icebreakmedium	273	1	31																																																						30				255	255	255	0	0	0	IceBreakLarge	1024	15	16																						1						1					1						8																																					4			impact_shatter_1																			0
icebreaklarge	274	1	31																																																						30				255	255	255	0	0	0	IceBreakLarge	1024	15	16																						1						1					1						8																																					4			impact_shatter_1																			0
icebreaksmoke	275	1																																																							15				255	255	255	0	0	0	IceBreakSmoke	1024	15	16																												1					1						8																																					1																						0
mephisto	276	1		1																																																	24	24			40		9		255	255	255	0	0	1	MephistoMissile	1024	10	16					3	1		1		1							2											1	1	1			1				4		8					12	8	10	12	12	12	16	8	10	12	12	12		cold	24	24	36	36	36	36	30	26	40	40	40	40		75	25	25	25		16			mephisto_orb	sorceress_fireball_impact_1			mephistoexplosion															0
firehead	277	1	32	1	31																																				1	radius	2	density									20	20			40		8		255	178	64	1	0	1	VampireMissile	1024	19	16					3	1		1		1							1			1		1						1	1				1						8																		fire	11	20	20	20	20	20	14	20	20	20	20	20							16			monster_fireball	sorceress_fireball_impact_1		vampiresteal												explodingarrowexp	fireexplosion2			0
whilrwind	278	1		1																																																	12	12			3				0	0	0	0	0	0	null	1024	2	16					3					1							2											1		1						Whirlwind	4		8																																					1																						0
arcanelightningbolt	279	8		1																	3	Subloops																															32	32			40		8		178	178	255	1	0	2	null	1024	2	16					1			1		1							2											1	1	1			1				4		8		128																ltng	7	9	9	9	9	9	14	11	11	11	11	11		600				64	1			monster_lightning_1												lightninghit							0
frogfire	280	1		1																																																	15	15			40		4		255	64	64	1	0	1	Fireball	1024	5	16					3	1		1		1							1											1	1	1		33	1				4		8																		fire	9	6	6	6	6	6	18	6	6	6	6	6							16			monster_fireball	sorceress_firebolt_impact_1			shamanexp															0
frogcold	281	1		1																																																	12	12			35		4		64	64	255	1	0	1	GlacialSpike	1024	6	16					3	1		1		1							1											1	1	1		33	1				4		8																		cold	6	5	5	5	5	5	12	5	5	5	5	5		600					16			monster_icebolt_1	sorceress_iceblast_impact_1			iceexplode															0
frogpois	282	1		1																																																	12	12			30		4		64	255	64	1	0	1	FrogPoisonMissile	1024	7	16					3	1		1		1							1											1	1	1		33	1				4																				pois	6	5	5	5	5	5	12	5	5	5	5	5		600					16			tentaclehead_missile_1																			0
desertfireball	283	1	11	1	1																												2	damage radius																			16	16			40		6		255	64	64	1	0	1	Fireball	1024	5	16					1	1		1		1							1											1	1	1			1				5		8																		fire	6	10	10	10	10	10	9	11	11	11	11	11		600					16			monster_fireball	sorceress_fireball_impact_1			explodingarrowexp															0
brdeathcontrol	284	21		1																	20	radius																																			375		6		255	255	255	25	0	0	null	1024	2	16											1												1			1													8																																					1															brdeathlightningbolt							0
brdeathlightningbolt	285	22		1																	3	retarget frame																															32	32			20		4		255	255	255	0	0	2	null	1024	2	16								1		1							2											1	1	1			1				4		8																																				64	1			amazon_lightning_1												brdeathlightninghit							0
brdeathlightninghit	286	1		1																																																					12			4	255	255	255	0	0	1	LightningStrike	1024	8	16		1		7													1											1					1						8																		ltng	2	4	4	4	4	4	5	4	4	4	4	4						64	32																						0
denofevillight	287	23		1																																																					300		10		255	255	255	0	0	1	LightBeams	1024	21	16																												1					1						8																																					4																						0
cairnstones	288	24		17	32				40	Fade frames	2	Lightning delay	17	radius	38	destination level	100	portal delay			40	Fade frames	2	Lightning delay	17	radius																															300				255	255	255	0	0	1	null	1024	2	16							1													1		1						1					1						8																																				64	1								cairnstonessky							cairn stones bolt	cairnstonesground						0
cairnstonessky	289	1		1																																																					5				255	255	255	0	0	1	null	1024	2	16					3	1	1										2			1		1						1					1						8																		ltng	1						6											64	1																						0
cairnstonesground	290	8		1																	3	Subloops																															20	20			30				255	255	255	0	0	1	null	1024	2	16																						1						1					1						8																																				64	1															lightninghit							0
towermist	291	25		1																	10	dest radius	3	init radius	1	frequency																											2	2			400		2		255	255	255	0	0	1	null	1024	2	16																	1					1	1			1							1						8																																					1			countess_mist_loop												towermisttrail							0
towermisttrail	292	1		1																																																	3	3			50		2		255	255	255	0	0	1	mist	1024	14	16																												1					1						8																																					1			countess_mist_loop				towermistfade															0
brdeathsmokes1	293	1		1																																																					60				0	0	0	40	0	1	BRSmokeS1	1024	20	16											1											1	1			1							1						8																																					1							brdeathsmokenu															0
brdeathsmokenu	294	1		1																																																					340				0	0	0	0	0	1	BRSmokeNU	1024	20	16											1											1	1			1							1						8																																					1							brdeathsmokedt															0
brdeathsmokedt	295	1		1																																																					20				0	0	0	0	0	1	BRSmokeDT	1024	20	16											1											1	1			1							1						8																																					1																						0
brdeathspirits1	296	1		1																																																					60		4		255	255	255	40	0	1	BRSpiritS1	1024	20	16											1											1	1			1							1						8																																					1			bloodraven_mist_begin				brdeathspiritnu															0
brdeathspiritnu	297	1		1																																																					340		4		255	255	255	0	0	1	BRSpiritNU	1024	20	16											1											1	1			1							1						8																																					1			bloodraven_mist_loop				brdeathspiritdt															0
brdeathspiritdt	298	1		1																																																					20		4		255	255	255	0	0	1	BRSpiritDT	1024	20	16											1											1	1			1							1						8																																					1			bloodraven_mist_end																			0
mephistodeathcontrol	299	26		1																	16	sfirewall frequency	4	rock frequency	20	radius																															275		6		255	255	255	0	0	0	null	1024	2	16											1												1			1							1						8																																					1															mephistofirewallmaker	mephistoflyingrocksbig						0
mephistofirewallmaker	300	27		1																	4	retarget frame																															8	8			50		5		255	178	64	0	0	1	groundFireSmall	1024	2	16		1	1	2				1		1	1						1											1					1						8																																				32	1															mephistofirewall							0
mephistofirewall	301	5		1																																																					25		5	4	255	178	64	0	0	0	groundFireSmall	1024	37	16		1	12	36					1		1						1											1					1						8																																				32	1			object_fire_loop_magic																			0
mephistoflyingrocksbig	302	1	33	1																																					20	radius											12	12			10	3			0	0	0	0	0	1	ExplosionSpark	1024	16	16																						1	1			1													8																																					1			sorceress_firebolt_1				mephistoexplosionbig											mephistoflyingrockssmall				0
mephistoexplosionbig	303	1		1																																																					12		13		255	178	64	0	0	0	FireArrowExplode2	1024	12	16	5																						1			1							1						8																																					1			sorceress_fireball_impact_1																			0
mephistoflyingrockssmall	304	1		1																																																	12	12			5	3			0	0	0	0	0	1	ExplosionSparkSmall	1024	16	16																						1	1			1													8																																					1							mephistoexplosionsmall															0
mephistoexplosionsmall	305	1		1																																																					12		13		255	178	64	0	0	0	FireArrowExplode2	1024	12	16	5																						1			1							1						8																																					1			sorceress_firebolt_impact_1																			0
mephistodonotdraw	306	28	34	1																	15	active frame																																			70				0	0	0	0	0	0	null	1024	2	16																						1	1			1													8																																					1															corpseexplosion							0
andycontrol0	307	29		1																	25	sfirewall frequency	7	screen shake seconds																																	350				0	0	0	0	0	0	null	1024	2	16											1											1	1			1													8																																					1															andycolumnfirebase	andyfirewallmaker	andyfallingdebris1					0
andyfirewallmaker	308	27		1																	4	retarget frame																															8	8			50		8		255	178	64	0	0	1	groundFireSmall	1024	2	16		1	1	2				1		1	1						1											1					1						8																																				32	1															andyfirewall							0
andyfirewall	309	5		1																																																					25		5	4	255	178	64	0	0	0	groundFireSmall	1024	37	16		1	12	36					1		1						1											1					1						8																																				32	1																						0
andycolumnfirebase	310	5		1																																																					25		5	4	255	178	64	0	0	0	groundFireMedium	1024	37	16		1	12	36					1		1						1											1					1						8																																				32	1			andariel_fire_loop		andariel_fire_end										andycolumnfire							0
andycolumnfire	311	1		1																	-30	z offset	6	z vel max	3	z accel																															15				192	128	128	0	0	0	AndarielFlameDeath	1024	15	16																						1	1			1							1						8																																					1			andariel_fire_loop																			0
andyfallingdebris1	312	1	19	1																	200	fall distance	25	fall speed																																	8				0	0	0	0	0	0	CeilingChunkFall01	1024	1	16																						1	1			1													8																																					1															andyfallingdebris3			andydebrisexplosion1	andydebrisexplosion5			0
andyfallingdebris2	313	1	19	1																	200	fall distance	25	fall speed																																	8				0	0	0	0	0	0	CeilingChunkFall02	1024	1	16																						1	1			1													8																																					1																		andydebrisexplosion1	andydebrisexplosion5			0
andyfallingdebris3	314	1	19	1																	200	fall distance	25	fall speed																																	8				0	0	0	0	0	0	CeilingChunkFall03	1024	1	16																						1	1			1													8																																					1																		andydebrisexplosion1				0
andydebrisexplosion1	315	1		1																																																					11				0	0	0	0	0	0	CeilingChunkVanish01	1024	11	16																						1	1			1													8																																					1			andariel_rock_1																			0
andydebrisexplosion2	316	1		1																																																					11				0	0	0	0	0	0	CeilingChunkVanish02	1024	11	16																						1	1			1													8																																					1			andariel_rock_1																			0
andydebrisexplosion3	317	11		1																																																					11				0	0	0	0	0	0	CeilingChunkRemain01	1024	11	16																						1	1			1													8																																					1			andariel_rock_1																			0
andydebrisexplosion4	318	11		1																																																					11				0	0	0	0	0	0	CeilingChunkRemain02	1024	11	16																						1	1			1													8																																					1			andariel_rock_1																			0
andydebrisexplosion5	319	11		1																																																					11				0	0	0	0	0	0	CeilingChunkRemain03	1024	11	16																						1	1			1													8																																					1			andariel_rock_1																			0
willowisplightningbolt	320	8		1																	3	Subloops																															32	32			40		8		178	178	255	1	0	2	null	1024	2	16					3			1		1							2											1	1	1			1				4		8		128																ltng																		64	1			monster_lightning_1												lightninghit							0
queenpoisoncloud	321	1		1																																																	8	64		1	92		4		64	255	64	16	0	0	poisonNova	1024	30	16					3	1		1	1	1							1											1	1	1			1				4																				pois	6	6	6	6	6	6	16	6	6	6	6	6		800					32			object_poison_loop																			0
dirt pile	322	2																																																							128				255	255	255	0	0	0	SandMaggotDirtPile	1024	1	16								1									1											1											8																																					8																						0
undeadmissile1	323	1		1																																																	20	20			40		9		255	255	255	1	0	1	SkullPoison	1024	12	16					3	1		1		1							1											1	1	1			1				4																				pois	16	24	24	24	24	24	24	24	24	24	24	24		350					16			monster_poisonbolt																			0
undeadmissile2	324	1		1																																																	20	20			40		9		255	255	255	1	0	1	SkullFire	1024	12	16					3	1		1		1							1											1	1	1			1				4		8																		fire	20	48	48	48	48	48	48	48	48	48	48	48							8			monster_firebolt_1	sorceress_fireball_impact_1																		0
undeadmissile3	325	1		1																																																	20	20			40		9		255	255	255	1	0	1	SkullIce	1024	12	16					3	1		1		1							1											1	1	1			1				4		8																		cold	20	48	48	48	48	48	48	48	48	48	48	48		40					16			monster_icebolt_1	sorceress_iceblast_impact_1																		0
undeadmissile4	326	1		1																																																	20	20			40		9		255	255	255	1	0	1	SkullUnholy	1024	12	16					3	1		1		1							1											1	1	1			1				4		8					12	27	27	27	27	27	24	27	27	27	27	27																					16			monster_poisonbolt																			0
bonespiritexplode	327	1		1																																																					12				255	255	255	0	0	0	BoneSpiritExplode	1024	13	16																										1		1					1																																											1																						0
dopplezonexplode	328	1		1																																																					25				255	255	255	0	0	0	DopplezonExplode	1024	25	16																										1		1					1																																											1																						0
monbonespirit	329	7	13	7	10				5	Retarget Frame											5	Retarget Frame																															12	12			128		3		255	255	255	1	0	1	BoneSpirit	1024	8	16					3	1				1						-30	1					1						1	1	1			1				4		8																		mag	10	9	9	9	9	9	15	9	9	9	9	9							8			monster_bonespirit	paladin_holybolt_impact_1			bonespiritexplode															0
towermistfade	330	1		1																																																					128	1			255	255	255	0	0	0	Mist_fade	1024	14	16																												1					1						8																																					1																						0
countessfirewall	331	5		5																																																					1000	1	5		255	178	64	0	0	1	groundFireSmall	1024	37	16		1	12	36	3												1											1					1						1																		fire	3	4	4	4	4	4	5	4	4	4	4	4							1		41	object_fire_loop_magic																			0
towerchestspawner	332	30		18	33				150	start delay	2	spawn interval divisor	5	radius							150	start delay	2	spawn interval divisor																																	400	1	15		192	192	255	0	0	0	null	1024	2	16																						1						1					1						8																																					1															towermisttrail							0
hellmeteorlaunch1	333	1		1																																																					22				255	255	255	0	0	0	meteorlavaburst	1024	11	16																												1											8																																					1																						0
hellmeteorlaunch2	334	1		1																																																					22				255	255	255	0	0	0	meteorlavaburst2	1024	11	16																												1					1						8																																					1																						0
hellmeteorup	335	1		1																																																					50				255	255	255	0	0	1	meteorlavaup	1024	9	16																												1					1						8																																					1																						0
hellmeteordown	336	1	36	1	13																												5	radius	1	length (does nothing)					5	radius	25	variable duration	75	density											225		5		255	255	255	0	0	1	meteorlavadown	1024	9	16																						1						1				1	1				9		8																		fire	5	5	5	5	5	5	15	5	5	5	5	5							1																		sfirewall	firesmall	firemedium		0
hellmeteorball	337	1		1																																																					225		5		255	255	255	0	0	1	meteorlavarock	1024	9	16																												1											8																																					1																						0
horadricstaff	338	31		1																																																					440				255	255	255	0	0	1	HoradricStaff	1024	8	16																												1					1						8																																					1			quest_horadric_staff_spin																			0
horadriclightning	339	1		1																																																	20	20			30		3		255	255	255	0	0	1	LightningStrike	1024	8	16																												1					1						8																																				64	32			monster_lightning_1																			0
horadriclight	340	1		1																																																					225		2		255	255	255	0	0	1	HoradricLightBeamstreaks	1024	1	16																												1					1						8																																					32			quest_horadric_staff_light																			0
regurgitatorcorpse	341	1		1																																																	14	14			200		2		255	64	64	1	0	1	SlugMissile	1024	12	16					3	1		1		1							1					1						1	1	1			1				4		8					50	30	30	30	30	30	110	30	30	30	30	30																				176	8	1		tentaclehead_missile_1				regurgitatorcorpseexpl															0
regurgitatorcorpseexpl	342	1		1																																																					12		13		255	64	64	0	0	0	Slug Missile Explode	1024	12	16						1		1									1						1			1				1			1				4		8																																					1	1																					0
highpriestlightning	343	1		1																																																	20	20			15		1		255	64	64	0	0	0	HighPriestLightning	1024	9	16					3			1		1							1					1						1	1				1				4		8																		ltng	8	12	12	12	12	12	30	14	14	14	14	14							8			monster_lightning_1																			0
icebreaksmallmelt	344	1		1																																																					150				255	255	255	0	0	0	IceBreakSmallMelt	1024	12	16																												1					1						8																																					4																						0
icebreaklargemelt	345	1		1																																																					150				255	255	255	0	0	0	IceBreakLargeMelt	1024	12	16																												1					1						8																																					4																						0
leapknockback	346	1		1																																																					2				0	0	0	0	0	0	null	1024	2	16					3					1							2											1				1					8		8																																					1																						0
radamentdeath	347	32		19																																																					400		15		255	255	255	0	0	0	null	1024	2	16					3																	1						1											8																																					1																						0
radamenthandofgod	348	1	37	1																																																					21				0	0	0	0	0	0	HandOfGod	1024	21	16					3																	1						1					1						8																																					1			paladin_handofgod_bolt																			0
radamentholybolt	349	1		1																																																	12	12			50				255	255	255	0	0	1	HolyBoltMissile	1024	16	16					3		1			1							1											1				1	1				8		8																																					1			quest_radament_holybolt_1																			0
taintedsuncontrol	350	33		1																																																					300				255	255	255	0	0	1	null	1024	2	16																												1											8																																					1																						0
taintedsunflash	351	1	38	1																																																					12		4		255	255	255	0	0	1	yellowBallGlowIntro	1024	12	16																						1						1					1						8																																					1			quest_tainted_sun_flash_1																			0
taintedsunball	352	34		1																																																	12	12			300				255	255	255	0	0	1	yellowBallGlow2	1024	10	16																												1					1						8																																					1			quest_tainted_sun_ball_1																			0
queendeathcenter	353	35		1																																																					100				255	255	255	0	0	1	null	1024	2	16																												1											8																																					1																						0
queendeathglob	354	1	39	1																																																	6	6			20				255	255	255	0	0	0	QueenDeathGuts	1024	11	16																						1	1			1													8																																					4			sandmaggotmama_goo_1																			0
queendeathsplat1	355	11		1																																																					50				255	255	255	0	0	0	QueenDeathPuddle	1024	5	16																												1											8																																					4			sandmaggotmama_goo_hit_1																			0
queendeathsplat2	356	11		1																																																					50				255	255	255	0	0	0	QueenDeathPuddle2	1024	5	16																												1											8																																					4			sandmaggotmama_goo_hit_1																			0
healingbolt	357	1	40	1																																																	14	14			30		2		222	222	255	1	0	1	HolyBoltMissile	1024	16	16					3	1	1			1							1											1					1						8																																					1																						0
mephistoholedelay	358	1		1																																																					50				0	0	0	0	0	0	null	1024	2	16																						1						1											8																																					1							mephistoholebirth															0
mephistoholebirth	359	1		1																																																					1024				0	0	0	0	0	0	smithholebirth	1024	21	16																						1	1			1													8																																					1							mephistoholeneutral															0
mephistoholeneutral	360	1		1																																																					9216				0	0	0	0	0	1	smithholeneutral	1024	21	16																						1	1			1													8																																					1							mephistoholedeath															0
mephistoholedeath	361	1		1																																																					1024				0	0	0	0	0	0	smithholedeath	1024	21	16																						1	1			1													8																																					1							mephistoholedead															0
mephistoholedead	362	11		1																																																					400				0	0	0	0	0	1	smithholedead	1024	1	16																						1	1			1													8																																					1																						0
durieldeathcontrol	363	36		1																																																					400				0	0	0	0	0	1	null	1024	2	16																												1											8																																					1																						0
durieldeathrock	364	1	41	1																																																					40				0	0	0	0	0	1	Rock_large	1024	5	16																						1						1											8																																					4				andariel_rock_1																		0
durieldeathdebris	365	1		1																																																	12	12			40				0	0	0	0	0	1	Rock_small	1024	5	16																						1						1											8																																					4																						0
durieldeathsmoke	366	1		1																																																					25				0	0	0	0	0	0	FireSmoke	1024	26	16																						1						1					1						8																																					4																						0
mephistoexplosion	367	1		1																																																					12				255	255	255	0	0	0	MephistoMissileExplosion	1024	12	16																												1					1																																											1																						0
orbmist	368	25		1	35																10	dest radius	3	init radius	1	frequency																											2	2			400		2		255	125	125	0	0	1	null	1024	2	16																	1					1	1			1							1						8																																					1			compellingorb_mist_loop												orbmisttrail							0
orbmisttrail	369	1		1																																																	3	3			50		2		255	125	125	0	0	1	mist_Fade_Orb_Loop	1024	14	16																						1	1			1							1						8																																					1			compellingorb_mist_loop				orbmistfade															0
orbmistfade	370	1		1																																																	3	3			15		2		255	125	125	0	0	0	mist_Fade_Orb	1024	14	16																												1					1						8																																					1																						0
pilum	371	1		1																																																	24	24			40				255	255	255	0	0	0	Pilum	1024	1	16					3	1		1		1							1				1							1	1	1				1			4		8		128																																		6	32			weapon_throw_1																			0
diablo appears	372	37		1																																																					300				255	255	255	0	0	0	null	1024	1	16																												1																																																1																						0
hfcontrol	373	38		1																																																					200		8		255	255	255	0	0	0	null	1024	1	16																						1	1			1							1																																											1																						0
hffragment1	374	39	42	1																																																	6	6			16				255	255	255	0	0	1	SoulForgeShard	1024	47	16		1	8	30																		1	1			1							1																																											1				quest_hellforge_flash_1																		0
hffragment2	375	39	43	1																																																					25				255	255	255	0	0	1	SoulForgeShard	1024	47	16		1	8	30																		1	1			1							1																																											1				quest_hellforge_flash_1																		0
hffragment3	376	40		1																																																					10				255	255	255	0	0	1	SoulForgeShard	1024	47	16		1	8	30																		1	1			1							1																																											1				quest_hellforge_flash_1																		0
hfspirit1	377	41		1																																																	8	4			55				255	255	255	0	0	1	SoulForgeRisingSoul	1024	33	16		1	8	19																		1	1			1							1																																											1			quest_hellforge_soul_1																			0
hfreserved3	378	1		1																																																									255	255	255	0	0	0	null	1024	1	16																						1	1			1							1																																											1																						0
izual control	379	42		1					25	Lightning Start	150	Lightning Stop																																													200				255	255	255	0	0	0	null	1024	1	16																												1																																																1																						0
izual mist loop	380	1		1																																																	4	4			50		2		255	255	255	0	0	0	IzualDeathClouds	1024	16	16																	1					1	1			1							1						8																																					1			izual_mist_loop				izual mist fade															0
izual mist fade	381	1		1																																																					15				255	255	255	0	0	0	null	1024	1	16																												1					1						8																																					1																						0
izual lightning	382	1		1																																																	3	3			50		2		255	255	255	0	0	0	IzualDeathParticles	1024	25	16					3		1			1							1											1				1	1				8		8																																					1																						0
izual lightning trail	383	1		1																																																	3	3			50				255	255	255	0	0	0	null	1024	1	16					3		1			1							1											1				1	1				8		8																																					1																						0
cairn stones bolt	384	1		1																	280	drop height	70	drop speed																																	9		10		255	255	255	0	0	1	LightningboltBig	1024	8	16					3					1							3					1						1	1	1			1				4																																							1			amazon_lightning_1																			0
bomb in air	385	1	44	1	36																																																25	25			50				255	255	255	1	0	1	IceOrb	1024	16	16					6			1									1					1	1			1													8																																					1											bomb on ground							bomb on ground				0
bomb on ground	386	1		1	3																												0	radius (0 = aurarng calc from skill)																			0	0			3				255	255	255	0	0	0	IceBreakSmoke	1024	12	16					6	1		1		1	1						1					1	1			1			1	1						Fire Trauma	5	2	8																																					1			impact_shatter_1				bomb explosion															0
bomb explosion	387	1		1																																																					20		6		81	81	255	0	0	0	IceOrbExplode	1024	16	14					3		1										1											1	1	1		1	1				5	2	8																																					1																						0
shock field in air	388	1	44	1	36																																																12	12			50				255	255	255	1	0	0	expansion\caltrops	1024	8	16		1		7	6			1									1					1	1			1													8																																					32											shock field on ground							shock field on ground				0
shock field on ground	389	1		1																																																					90		3		255	255	255	0	0	1	Expansion\ShockField	1024	10	16	1				3	1			1	1	1						2											1			1		1			Shock Field			8																																					8			assassin_staticfield																			0
throwingstar	390	1		1																																																	24	24			100	50			255	255	255	1	0	1	expansion\ThrowingStarMissile	1024	7	16		1	4	7	3	1		1		1							1											1	1	1			1			Tiger Strike	4		8																																					32																						0
acidspray	391	1		1					60	frames that acid lasts																																											12	12			6	2			255	255	255	1	0	1	frogpoisonmissile	1024	7	16					3	1		1		1							1					1						1	1	1			1			Cobra Strike	4		8																																					16																						0
blade creeper	392	43		20	37																																																				100				255	255	255	1	0	0	null	1024	2	16					3							1	2				3				1							1		1			1			Blade Sentinel	4		8																																					1			bladecreeper_emerge_1																			0
distraction	393	44		21																																																					100				255	255	255	1	0	1	BigheadLightningMissile	1024	3	16								1									1											1					1																																											1								distraction fog							distraction fog							0
distraction fog	394	45		1																	36	spawn rate	1	number	6	radius																															10	5			255	255	255	1	0	1	null	1024	2	16					3												3											1					1			Quickness																																								1															distraction puff							0
distraction puff	395	1		1																																																					25				255	255	255	0	0	0	FireSmoke	1024	26	16								1									1											1		1			1				4		8																																					4																						0
distraction start	396	1		1																																																					11				255	255	255	1	0	0	ExpArrowExplode	1024	11	16					3					1							3											1		1			1				4		8																																					1																						0
distraction end	397	1		1																																																					11				255	255	255	1	0	0	ExpArrowExplode	1024	11	16					3					1							3											1		1			1				4		8																																					1																						0
